Name_CD,90245015510,90248015510,90252015510,90265015510,90266015510,90559015510,90560015510,90564015510,90567015510,90571015510,90576015510,90578015510,90581015510,90585015510,90587015510,90406015510,90410015510,90412015510,90416015510,90420015510,90251015510,90254015510,90258015510,90259015510,90267015510,90217015510,90229015510,90232015510,90237015510,90239015510,90421015510,90422015510,90423015510,90426015510,90430015510,90439015510,90441015510,90444015510,90449015510,90450015510,90280015510,90281015510,90283015510,90289015510,90292015510,90218015510,90222015510,90223015510,90225015510,90227015510
CL(70:7),51.48131602,82.36512362,59.69278447,65.92559788,53.87580433,64.61626667,63.57274543,67.76523978,80.59856368,63.01062244,100.718221,45.09288467,56.69500899,79.09807528,71.90942648,87.20128849,98.36511466,20.40006577,77.1511911,60.38873195,83.01994581,72.48220093,69.00468709,56.05425766,59.70098174,80.1672828,83.65732579,87.21719091,94.98357411,68.61008571,54.65559624,65.99737647,47.52878723,94.49791104,61.40563804,67.18122408,71.13663295,64.45358388,55.84005271,85.33471203,94.60100558,64.82370944,71.07059864,58.56267929,80.02624669,69.33180615,53.56487599,49.92055851,49.18049421,71.58983678
CL(72:6),54.31611916,79.41000298,63.22383286,45.65215274,53.85480038,54.62093738,76.81606194,56.83423159,93.60338403,94.03130749,138.6609804,58.20883435,74.05492576,73.00152044,74.91887967,100.016357,101.5941654,18.29963275,95.68726838,57.13882637,89.71658681,84.40621197,96.28678371,84.31549897,89.11408805,94.20939025,113.2728546,106.925122,128.1732362,81.5633589,74.95094744,86.21664881,66.6209557,146.9602292,70.69886548,114.4336253,104.3681775,99.17138548,81.56995818,141.1606256,139.3014101,94.15217277,75.34710307,62.05319879,105.9282741,94.08084552,112.5344593,90.28280474,69.39820688,136.1305038
CL(72:7),101.5325859,149.9655292,116.4184479,145.7361392,101.0394765,164.0815333,135.1768117,173.9424385,180.2075959,177.054868,260.6689851,125.2243703,143.6588124,221.0615264,158.3981996,190.6239441,205.1243289,39.87972369,168.2207464,124.5995056,157.7351184,131.0490839,143.1489256,150.5721267,9.563256847,223.9467907,212.6288933,230.995198,242.4993372,166.0265624,120.9728014,194.4805081,124.1343509,216.7322972,128.1433663,175.4472727,189.102084,163.7902356,173.5868095,253.8836135,208.3795501,186.0864426,222.3464186,138.5664313,210.4432347,237.2115828,197.8751835,208.4593299,171.1265072,267.8578098
CL(72:8),1273.94565,1900.849141,1337.058636,1415.301847,1145.682418,1800.032123,1522.482293,1772.993039,2160.27804,1471.872331,2659.934358,1241.538299,1555.75749,2184.264142,2114.187249,2394.914303,2438.16147,674.376172,2309.073772,1759.746161,2351.183414,1768.191823,2266.287854,1936.088849,2030.174256,1943.698525,2323.712725,2248.218266,2498.534451,1565.385438,1344.942705,1857.320903,1323.494262,2110.516374,1360.893984,1687.368989,1939.508603,1399.650701,1717.209927,2292.965053,2301.121124,2228.432986,2261.867107,1443.162306,2314.659982,2298.447836,2325.124184,1992.33568,1860.063325,3002.858124
CL(74:8),22.35347663,34.12070701,23.94566929,26.85473153,22.93994396,33.67956269,31.74546069,35.65999331,40.14603935,36.13024133,52.38763068,28.79896646,34.45755762,49.34317967,42.10802585,41.54134766,47.63302104,6.849026139,40.2655362,32.56381833,39.41328874,33.82303476,37.87825197,31.76426783,32.40825996,36.09843148,36.79772398,54.83231057,49.28174624,35.11565534,29.2853467,37.71885097,29.31156224,51.11984986,29.2286074,39.93768795,33.90920244,34.55712715,28.70427926,44.89585634,46.78219516,36.7773677,32.45023764,27.2493462,41.23605947,48.93240361,38.82191585,43.7333165,33.57542522,49.51051675
CL(74:9),51.99070004,77.01658061,54.05862423,57.74262575,53.79745878,66.52885986,68.85611682,75.48919386,58.96230323,65.03734855,72.37779527,52.68130265,65.91924529,95.73638126,85.0503835,93.61137833,87.23117347,24.63204258,93.77535,62.80165251,74.14982652,80.56168996,85.9756819,42.69775702,83.51456845,70.35980713,65.67888998,93.73104362,100.2508575,68.50509285,56.48922287,73.46701843,51.29019558,59.71732368,55.62121304,65.37978774,81.66218823,79.58971355,61.37136468,92.79145123,85.15385628,64.33578892,61.34156811,51.90526514,67.59038937,88.2195109,72.22416307,83.65512159,59.33052591,101.4316609
CL(74:10),73.72679793,98.35481589,83.33301242,89.19567007,62.22746192,114.7865428,88.40051551,103.0623814,131.6555988,106.6467807,168.6968633,76.7003547,115.0858854,141.3690963,127.1923731,135.4835657,126.9054093,29.65749002,130.9715928,91.7519707,116.6335315,104.5053546,122.4766638,99.51075567,126.0114224,134.9737132,122.7588734,164.9084785,124.2524996,109.7478477,102.9223441,118.9101325,106.0037674,161.7567833,106.1737505,141.7317103,125.06852,109.1170722,109.158738,197.3824321,160.5265285,128.2993498,119.1300153,106.9200086,151.2079686,156.0219001,139.8501943,148.0484431,122.1307613,178.5657847
CL(74:10)A,14.48112261,20.31579871,15.40539912,16.95574496,13.55439858,22.53449572,17.93319831,24.12032918,28.9941364,21.17051397,37.95104971,17.80160358,20.72668375,27.14415053,27.94988182,30.56793526,34.66542271,6.436798892,20.84058719,20.73680184,21.06856035,23.68461481,20.30733621,19.47724613,26.10716784,36.07669704,32.37050437,41.9768223,11.74238005,34.53341192,19.03127324,32.02766894,21.94117843,47.40220223,21.50244869,26.61026538,33.88653897,25.66599408,25.02914338,50.00185188,33.34087617,34.0029856,23.13464577,22.33979289,35.27123661,42.18798107,31.04416357,23.5997849,24.52891939,48.8790043
CL(74:11),320.6371229,448.0996623,334.8324909,359.0161397,311.5630011,388.3040564,329.2018792,392.4457892,523.3726323,358.2598895,608.4279041,347.0435947,355.2057235,466.1676757,484.2198291,508.2780788,512.9465109,202.9178685,488.995092,398.7382411,469.5423622,422.6401764,472.3797109,441.1692877,434.6868163,441.0457726,521.3112429,465.2187889,525.2145063,363.168803,353.9250673,410.4211848,318.3938555,538.1742268,349.0179169,369.1577999,421.4973783,359.9232814,422.7173047,504.1844739,497.790769,457.1174752,486.0607092,371.2137096,492.6809617,520.288389,483.254337,450.077668,422.2806271,613.8418185
