From	To
OSBL5_HUMAN	OSBPL5
PABP1_HUMAN	PABPC1
PAWR_HUMAN	PAWR
PCBP3_HUMAN	PCBP3
PCH2_HUMAN	TRIP13
PDK3_HUMAN	PDK3
PKHA1_HUMAN	PLEKHA1
PKHL1_HUMAN	PKHD1L1
PLCE1_HUMAN	PLCE1
POGZ_HUMAN	POGZ
PPIG_HUMAN	PPIG
PQBP1_HUMAN	PQBP1
PRTN3_HUMAN	PRTN3
PUM2_HUMAN	PUM2
PXMP2_HUMAN	PXMP2
R3HC1_HUMAN	R3HCC1
RAB9B_HUMAN	RAB9B
RAPH1_HUMAN	RAPH1
RARR2_HUMAN	RARRES2
RASL3_HUMAN	RASAL3
RASN_HUMAN	NRAS
RB11A_HUMAN	RAB11A
RBM15_HUMAN	RBM15
RBP10_HUMAN	RANBP10
REQU_HUMAN	DPF2
RFESD_HUMAN	RFESD
RFOX2_HUMAN	RBFOX2
RGPD4_HUMAN	RGPD4
RING1_HUMAN	RING1
RMXL2_HUMAN	RBMXL2
RPAB4_HUMAN	POLR2K
RPR1A_HUMAN	RPRD1A
RS29_HUMAN	RPS29
RS4Y2_HUMAN	RPS4Y2
RUFY2_HUMAN	RUFY2
S7A6O_HUMAN	SLC7A6OS
SARAF_HUMAN	SARAF
SELM_HUMAN	SELENOM
SGCE_HUMAN	SGCE
SH2B1_HUMAN	SH2B1
SH319_HUMAN	SH3D19
SLIK4_HUMAN	SLITRK4
SMAD2_HUMAN	SMAD2
SNX21_HUMAN	SNX21
SNX31_HUMAN	SNX31
SNX8_HUMAN	SNX8
SOS2_HUMAN	SOS2
SRP19_HUMAN	SRP19
STA5A_HUMAN	STAT5A
STAG2_HUMAN	STAG2
TBB8_HUMAN	TUBB8
TBL1R_HUMAN	TBL1XR1
TCF25_HUMAN	TCF25
TFB2M_HUMAN	TFB2M
TFEB_HUMAN	TFEB
TIA1_HUMAN	TIA1
TM9S2_HUMAN	TM9SF2
TMCC2_HUMAN	TMCC2
TMCO1_HUMAN	TMCO1
TMF1_HUMAN	TMF1
TOR2A_HUMAN	TOR2A
TPC6B_HUMAN	TRAPPC6B
TRFM_HUMAN	MELTF
TRY2_HUMAN	PRSS2
TSR1_HUMAN	TSR1
TXD15_HUMAN	TXNDC15
UB2G2_HUMAN	UBE2G2
UBR2_HUMAN	UBR2
VIP1_HUMAN	PPIP5K1
VLDLR_HUMAN	VLDLR
VP33B_HUMAN	VPS33B
VPS11_HUMAN	VPS11
WASH4_HUMAN	WASH4P
WASH6_HUMAN	WASH6P
WDR43_HUMAN	WDR43
WDR87_HUMAN	WDR87
WIPI3_HUMAN	WDR45B
WWP2_HUMAN	WWP2
XRN2_HUMAN	XRN2
ZCCHV_HUMAN	ZC3HAV1
ZN428_HUMAN	ZNF428
ZN487_HUMAN	ZNF487
ZN598_HUMAN	ZNF598
ZNFX1_HUMAN	ZNFX1
AAK1_HUMAN	AAK1
ABCAD_HUMAN	ABCA13
ACOX2_HUMAN	ACOX2
ADH1A_HUMAN	ADH1A
ADT4_HUMAN	SLC25A31
AIF1_HUMAN	AIF1
AKP8L_HUMAN	AKAP8L
ALG11_HUMAN	ALG11
ALG2_HUMAN	ALG2
AMN1_HUMAN	AMN1
ANCHR_HUMAN	ZFYVE19
ANKH1_HUMAN	ANKHD1
ANPRB_HUMAN	NPR2
APBP2_HUMAN	APPBP2
ARFG3_HUMAN	ARFGAP3
ARHG2_HUMAN	ARHGEF2
ARHGH_HUMAN	ARHGEF17
ASHWN_HUMAN	C2orf49
BAP1_HUMAN	BAP1
C19L1_HUMAN	CWF19L1
CASC3_HUMAN	CASC3
CCD86_HUMAN	CCDC86
CD2B2_HUMAN	CD2BP2
CDK13_HUMAN	CDK13
CDK6_HUMAN	CDK6
CHERP_HUMAN	CHERP
CIAO1_HUMAN	CIAO1
CISD3_HUMAN	CISD3
CK091_HUMAN	C11orf91
CK5P1_HUMAN	CDK5RAP1
COAC_HUMAN	PPCDC
CODA1_HUMAN	COL13A1
COMD5_HUMAN	COMMD5
COX15_HUMAN	COX15
CPNE4_HUMAN	CPNE4
CPSF2_HUMAN	CPSF2
CRBG3_HUMAN	CRYBG3
CSPP1_HUMAN	CSPP1
CX038_HUMAN	CXorf38
CYFP2_HUMAN	CYFIP2
DDX41_HUMAN	DDX41
DMRT3_HUMAN	DMRT3
DNJC1_HUMAN	DNAJC1
DPYD_HUMAN	DPYD
DUS12_HUMAN	DUSP12
DVL3_HUMAN	DVL3
EBP2_HUMAN	EBNA1BP2
EIF1B_HUMAN	EIF1B
EXOC1_HUMAN	EXOC1
F10A5_HUMAN	ST13P5
FADD_HUMAN	FADD
FANCJ_HUMAN	BRIP1
FAT3_HUMAN	FAT3
FBN2_HUMAN	FBN2
FCHO2_HUMAN	FCHO2
FGD5_HUMAN	FGD5
FHIT_HUMAN	FHIT
FKB10_HUMAN	FKBP10
FRYL_HUMAN	FRYL
FWCH2_HUMAN	FLYWCH2
FXL18_HUMAN	FBXL18
GAB1_HUMAN	GAB1
GABPA_HUMAN	GABPA
GALT5_HUMAN	GALNT5
GAR1_HUMAN	GAR1
GBP4_HUMAN	GBP4
GKAP1_HUMAN	GKAP1
GL1AD_HUMAN	POLR2M
GLP3L_HUMAN	GOLPH3L
GPAA1_HUMAN	GPAA1
GPAM1_HUMAN	GPALPP1
GPX7_HUMAN	GPX7
GT251_HUMAN	COLGALT1
H2A1J_HUMAN	H2AC14
H2AV_HUMAN	H2AZ2
HACD3_HUMAN	HACD3
HEAT3_HUMAN	HEATR3
HECD4_HUMAN	HECTD4
HG2A_HUMAN	CD74
HIG2A_HUMAN	HIGD2A
HS902_HUMAN	HSP90AA2P
I5P1_HUMAN	INPP5A
IF5A2_HUMAN	EIF5A2
IFG15_HUMAN	TOR1AIP2
IFIT3_HUMAN	IFIT3
IKIP_HUMAN	IKBIP
IL16_HUMAN	IL16
IN35_HUMAN	IFI35
IRS4_HUMAN	IRS4
ITB5_HUMAN	ITGB5
KALRN_HUMAN	KALRN
KANK4_HUMAN	KANK4
KLF15_HUMAN	KLF15
KRI1_HUMAN	KRI1
LIMS4_HUMAN	LIMS4
LMF1_HUMAN	LMF1
LNX2_HUMAN	LNX2
LST8_HUMAN	MLST8
LTOR5_HUMAN	LAMTOR5
LYST_HUMAN	LYST
MASP1_HUMAN	MASP1
MED1_HUMAN	MED1
MET15_HUMAN	METTL15
MET18_HUMAN	METTL18
MK08_HUMAN	MAPK8
MRCKA_HUMAN	CDC42BPA
MTA70_HUMAN	METTL3
MTHSD_HUMAN	MTHFSD
NAA16_HUMAN	NAA16
NEMO_HUMAN	IKBKG
NOMO3_HUMAN	NOMO3
OAS3_HUMAN	OAS3
ORNT1_HUMAN	SLC25A15
PARG_HUMAN	PARG
PBX1_HUMAN	PBX1
PDE2A_HUMAN	PDE2A
PDXD1_HUMAN	PDXDC1
PEBB_HUMAN	CBFB
PESC_HUMAN	PES1
PI42C_HUMAN	PIP4K2C
PKP4_HUMAN	PKP4
PLBL2_HUMAN	PLBD2
PLP2_HUMAN	PLP2
PLPP3_HUMAN	PLPP3
PLXA4_HUMAN	PLXNA4
PREY_HUMAN	PYURF
PTAR1_HUMAN	PTAR1
PTCD1_HUMAN	PTCD1
PTN12_HUMAN	PTPN12
PZRN3_HUMAN	PDZRN3
RAB34_HUMAN	RAB34
RASA1_HUMAN	RASA1
RBM6_HUMAN	RBM6
RBMS1_HUMAN	RBMS1
RBPMS_HUMAN	RBPMS
RBX2_HUMAN	RNF7
RCAN1_HUMAN	RCAN1
RHG35_HUMAN	ARHGAP35
RIMB1_HUMAN	TSPOAP1
RM34_HUMAN	MRPL34
RNF31_HUMAN	RNF31
RNLS_HUMAN	RNLS
RTF2_HUMAN	RTF2
RU1C_HUMAN	SNRPC
S12A7_HUMAN	SLC12A7
S1A7A_HUMAN	S100A7A
SAM9L_HUMAN	SAMD9L
SCAI_HUMAN	SCAI
SCAM2_HUMAN	SCAMP2
SEPR_HUMAN	FAP
SIDT2_HUMAN	SIDT2
SOS1_HUMAN	SOS1
SP3_HUMAN	SP3
SPE39_HUMAN	VIPAS39
SRPK2_HUMAN	SRPK2
SRXN1_HUMAN	SRXN1
SSNA1_HUMAN	SSNA1
STK25_HUMAN	STK25
STXB5_HUMAN	STXBP5
SYDE1_HUMAN	SYDE1
SYRM_HUMAN	RARS2
TAOK3_HUMAN	TAOK3
TAXB1_HUMAN	TAX1BP1
TDRKH_HUMAN	TDRKH
TFR2_HUMAN	TFR2
TIGD5_HUMAN	TIGD5
TM192_HUMAN	TMEM192
TNAP3_HUMAN	TNFAIP3
TOM7_HUMAN	TOMM7
TP4A1_HUMAN	PTP4A1
TP4A3_HUMAN	PTP4A3
TPC2A_HUMAN	TRAPPC2
TPPC5_HUMAN	TRAPPC5
TRAD1_HUMAN	TRAFD1
TRI33_HUMAN	TRIM33
TSTD1_HUMAN	TSTD1
U2AF1_HUMAN	U2AF1
UBP32_HUMAN	USP32
UBP54_HUMAN	USP54
UTP20_HUMAN	UTP20
VMA5A_HUMAN	VWA5A
VMP1_HUMAN	VMP1
WDR18_HUMAN	WDR18
WDR19_HUMAN	WDR19
WDR38_HUMAN	WDR38
WDR70_HUMAN	WDR70
XPF_HUMAN	ERCC4
XYLK_HUMAN	FAM20B
YIPF5_HUMAN	YIPF5
YPEL5_HUMAN	YPEL5
ZBT16_HUMAN	ZBTB16
ZHANG_HUMAN	CREBZF
ZMYM4_HUMAN	ZMYM4
ZN330_HUMAN	ZNF330
ZN706_HUMAN	ZNF706
AK1BA_HUMAN	AKR1B10
ANR17_HUMAN	ANKRD17
ARCH_HUMAN	ZBTB8OS
ASB16_HUMAN	ASB16
ATG9B_HUMAN	ATG9B
BLK_HUMAN	BLK
CAMP_HUMAN	CAMP
CCG6_HUMAN	CACNG6
CDK14_HUMAN	CDK14
CRCC2_HUMAN	CROCC2
CYBR1_HUMAN	CYBRD1
DCR1C_HUMAN	DCLRE1C
DEN5A_HUMAN	DENND5A
DHE4_HUMAN	GLUD2
ERG24_HUMAN	TM7SF2
FRPD3_HUMAN	FRMPD3
GNA14_HUMAN	GNA14
GST2_HUMAN	GSTT2
H2A1C_HUMAN	H2AC6
HPCA_HUMAN	HPCA
IQGA3_HUMAN	IQGAP3
KAD9_HUMAN	AK9
KISHA_HUMAN	TMEM167A
KV112_HUMAN	IGKV1-12
M18BP_HUMAN	MIS18BP1
MD12L_HUMAN	MED12L
MK06_HUMAN	MAPK6
MP3B2_HUMAN	MAP1LC3B2
NEB1_HUMAN	PPP1R9A
NEBL_HUMAN	NEBL
NFH_HUMAN	NEFH
OCTC_HUMAN	CROT
PIEZ1_HUMAN	PIEZO1
PLPL4_HUMAN	PNPLA4
PP4R2_HUMAN	PPP4R2
PUM1_HUMAN	PUM1
PXDNL_HUMAN	PXDNL
QSOX1_HUMAN	QSOX1
RHAG_HUMAN	RHAG
RHG31_HUMAN	ARHGAP31
RIPK1_HUMAN	RIPK1
RMD2_HUMAN	RMDN2
RYR2_HUMAN	RYR2
SAMC_HUMAN	SLC25A26
SF3B4_HUMAN	SF3B4
TECRL_HUMAN	TECRL
TRM6_HUMAN	TRMT6
UAP1L_HUMAN	UAP1L1
A1ATR_HUMAN	SERPINA2
BET1_HUMAN	BET1
CATL1_HUMAN	CTSL
CES1P_HUMAN	CES1P1
CFA57_HUMAN	CFAP57
CGBP1_HUMAN	CGGBP1
CIDEA_HUMAN	CIDEA
CO4A5_HUMAN	COL4A5
CO7A1_HUMAN	COL7A1
CREB1_HUMAN	CREB1
DOCK9_HUMAN	DOCK9
EXD2_HUMAN	EXD2
EXOS4_HUMAN	EXOSC4
FMOD_HUMAN	FMOD
GOG6A_HUMAN	GOLGA6A
GRIN3_HUMAN	GPRIN3
GVIN1_HUMAN	GVINP1
HNMT_HUMAN	HNMT
KBRS1_HUMAN	NKIRAS1
KCNA7_HUMAN	KCNA7
KI21A_HUMAN	KIF21A
KIF7_HUMAN	KIF7
KPCI_HUMAN	PRKCI
KPCL_HUMAN	PRKCH
KTI12_HUMAN	KTI12
LPIN2_HUMAN	LPIN2
LSME1_HUMAN	LSMEM1
MALR1_HUMAN	MALRD1
MAML3_HUMAN	MAML3
MGAP_HUMAN	MGA
MIGA2_HUMAN	MIGA2
MPU1_HUMAN	MPDU1
MTG2_HUMAN	MTG2
NAR4_HUMAN	ART4
P4R3A_HUMAN	PPP4R3A
PABP5_HUMAN	PABPC5
PLVAP_HUMAN	PLVAP
PLXA2_HUMAN	PLXNA2
PROP_HUMAN	CFP
PX11B_HUMAN	PEX11B
RAB15_HUMAN	RAB15
RAB4B_HUMAN	RAB4B
RAVR2_HUMAN	RAVER2
RBG10_HUMAN	RABGAP1L
RBM38_HUMAN	RBM38
RL26L_HUMAN	RPL26L1
RL37_HUMAN	RPL37
RMXL1_HUMAN	RBMXL1
S2552_HUMAN	SLC25A52
SC24A_HUMAN	SEC24A
SHPS1_HUMAN	SIRPA
SPCS3_HUMAN	SPCS3
STAT2_HUMAN	STAT2
TBL2_HUMAN	TBL2
THOC7_HUMAN	THOC7
TM177_HUMAN	TMEM177
TNR6B_HUMAN	TNRC6B
TPC2L_HUMAN	TRAPPC2L
TRM11_HUMAN	TRMT11
TSN3_HUMAN	TSPAN3
TSSC4_HUMAN	TSSC4
TTC3_HUMAN	TTC3
UCRIL_HUMAN	UQCRFS1P1
UHRF2_HUMAN	UHRF2
ZBT20_HUMAN	ZBTB20
ZC3H3_HUMAN	ZC3H3
ZFHX3_HUMAN	ZFHX3
ZSWM8_HUMAN	ZSWIM8
ABCAA_HUMAN	ABCA10
ASCC3_HUMAN	ASCC3
BCL2_HUMAN	BCL2
BCR_HUMAN	BCR
BIN2_HUMAN	BIN2
CAC1B_HUMAN	CACNA1B
CAC1D_HUMAN	CACNA1D
CAR10_HUMAN	CARD10
CC103_HUMAN	CCDC103
CDHR3_HUMAN	CDHR3
CNBD2_HUMAN	CNBD2
DDX47_HUMAN	DDX47
DEF1_HUMAN	DEFA1
DEF1_HUMAN	DEFA1B
DPA1_HUMAN	HLA-DPA1
DRB3_HUMAN	HLA-DRB3
DYH17_HUMAN	DNAH17
ENTP1_HUMAN	ENTPD1
FILA_HUMAN	FLG
FSD1L_HUMAN	FSD1L
GCC2_HUMAN	GCC2
GP1BB_HUMAN	GP1BB
HIP1_HUMAN	HIP1
KIBRA_HUMAN	WWC1
KV401_HUMAN	IGKV4-1
LDH6B_HUMAN	LDHAL6B
MORC3_HUMAN	MORC3
MTMR3_HUMAN	MTMR3
MTUS2_HUMAN	MTUS2
MUC2_HUMAN	MUC2
NC2A_HUMAN	DRAP1
NCOA5_HUMAN	NCOA5
NDE1_HUMAN	NDE1
NEPRO_HUMAN	NEPRO
NMDE3_HUMAN	GRIN2C
OFUT2_HUMAN	POFUT2
PPR18_HUMAN	PPP1R18
PTHD1_HUMAN	PTCHD1
RL36L_HUMAN	RPL36AL
RNF25_HUMAN	RNF25
RPAP3_HUMAN	RPAP3
RSCA1_HUMAN	RSC1A1
SAA1_HUMAN	SAA1
SSPO_HUMAN	SSPOP
SWP70_HUMAN	SWAP70
TBCD8_HUMAN	TBC1D8
TFP11_HUMAN	TFIP11
TPA_HUMAN	PLAT
TT21B_HUMAN	TTC21B
YTHD1_HUMAN	YTHDF1
ANGL7_HUMAN	ANGPTL7
ANS1A_HUMAN	ANKS1A
ARGI2_HUMAN	ARG2
CBPC1_HUMAN	AGTPBP1
CENPF_HUMAN	CENPF
CPXM1_HUMAN	CPXM1
CTNA2_HUMAN	CTNNA2
DNA2_HUMAN	DNA2
DOK7_HUMAN	DOK7
DP13B_HUMAN	APPL2
EPCR_HUMAN	PROCR
ERIC3_HUMAN	ERICH3
F184A_HUMAN	FAM184A
FGF1_HUMAN	FGF1
FIL1L_HUMAN	FILIP1L
GGA3_HUMAN	GGA3
H2B1J_HUMAN	H2BC11
H90B2_HUMAN	HSP90AB2P
H90B4_HUMAN	HSP90AB4P
IFIT5_HUMAN	IFIT5
KERA_HUMAN	KERA
KGP2_HUMAN	PRKG2
KMT2B_HUMAN	KMT2B
KNTC1_HUMAN	KNTC1
MAN1_HUMAN	LEMD3
MARF1_HUMAN	MARF1
MBD1_HUMAN	MBD1
MIC10_HUMAN	MICOS10
MOB1B_HUMAN	MOB1B
MPV17_HUMAN	MPV17
MSS51_HUMAN	MSS51
MTCL1_HUMAN	MTCL1
MYO15_HUMAN	MYO15A
MYO1G_HUMAN	MYO1G
MYO5B_HUMAN	MYO5B
OFD1_HUMAN	OFD1
PAK4_HUMAN	PAK4
PAL4C_HUMAN	PPIAL4C
PBX2_HUMAN	PBX2
PCKGM_HUMAN	PCK2
PEX1_HUMAN	PEX1
PHLP1_HUMAN	PHLPP1
PKP2_HUMAN	PKP2
PRB2_HUMAN	PRB2
PRB4_HUMAN	PRB4
PRP1_HUMAN	PRB1
PTPRS_HUMAN	PTPRS
RAB1C_HUMAN	RAB1C
RASEF_HUMAN	RASEF
RGMA_HUMAN	RGMA
RPC3_HUMAN	POLR3C
SHAN3_HUMAN	SHANK3
SIM12_HUMAN	SMIM12
SNF5_HUMAN	SMARCB1
SNX25_HUMAN	SNX25
SPIR1_HUMAN	SPIRE1
SSU72_HUMAN	SSU72
STAR9_HUMAN	STARD9
STK10_HUMAN	STK10
TARB1_HUMAN	TARBP1
TBA3E_HUMAN	TUBA3E
TPSN_HUMAN	TAPBP
TRHY_HUMAN	TCHH
TRYB1_HUMAN	TPSAB1
WASH2_HUMAN	WASH2P
WDFY3_HUMAN	WDFY3
ZFPL1_HUMAN	ZFPL1
ASAP3_HUMAN	ASAP3
ATL4_HUMAN	ADAMTSL4
ATP7A_HUMAN	ATP7A
BOLA1_HUMAN	BOLA1
C8AP2_HUMAN	CASP8AP2
CHKB_HUMAN	CHKB
CI040_HUMAN	C9orf40
DDX50_HUMAN	DDX50
DDX53_HUMAN	DDX53
FKBP9_HUMAN	FKBP9
FR1L5_HUMAN	FER1L5
GXLT1_HUMAN	GXYLT1
H2A3_HUMAN	H2AC25
HIP1R_HUMAN	HIP1R
I17RA_HUMAN	IL17RA
IFIT2_HUMAN	IFIT2
ITAM_HUMAN	ITGAM
LAMA1_HUMAN	LAMA1
MILK1_HUMAN	MICALL1
MILK2_HUMAN	MICALL2
MMP9_HUMAN	MMP9
MS3L2_HUMAN	MSL3P1
MUS81_HUMAN	MUS81
MYO5C_HUMAN	MYO5C
NDUC1_HUMAN	NDUFC1
NOC2L_HUMAN	NOC2L
NRIP2_HUMAN	NRIP2
NWD2_HUMAN	NWD2
P5CS_HUMAN	ALDH18A1
PF4V_HUMAN	PF4V1
PI51A_HUMAN	PIP5K1A
POTEE_HUMAN	POTEE
PRC2B_HUMAN	PRRC2B
RAB2B_HUMAN	RAB2B
RABE2_HUMAN	RABEP2
RHG05_HUMAN	ARHGAP5
RHG12_HUMAN	ARHGAP12
RTTN_HUMAN	RTTN
S10AC_HUMAN	S100A12
SO2B1_HUMAN	SLCO2B1
SPD2A_HUMAN	SH3PXD2A
SYNE3_HUMAN	SYNE3
TBA3C_HUMAN	TUBA3C
TBA4B_HUMAN	TUBA4B
THADA_HUMAN	THADA
U3IP2_HUMAN	RRP9
UBIP1_HUMAN	UBP1
VGFR2_HUMAN	KDR
VTI1A_HUMAN	VTI1A
ZN787_HUMAN	ZNF787
4EBP1_HUMAN	EIF4EBP1
AK1C1_HUMAN	AKR1C1
ANM9_HUMAN	PRMT9
ARI1B_HUMAN	ARID1B
BAHC1_HUMAN	BAHCC1
BNIP3_HUMAN	BNIP3
C295L_HUMAN	CEP295NL
CASZ1_HUMAN	CASZ1
CB068_HUMAN	C2orf68
CC178_HUMAN	CCDC178
CCSE2_HUMAN	CCSER2
CELR3_HUMAN	CELSR3
CLC14_HUMAN	CLEC14A
CNOT7_HUMAN	CNOT7
CRML_HUMAN	CRAMP1
CSR2B_HUMAN	KAT14
DCLK1_HUMAN	DCLK1
DJC16_HUMAN	DNAJC16
DMAP1_HUMAN	DMAP1
DYN1_HUMAN	DNM1
EID2_HUMAN	EID2
FGD1_HUMAN	FGD1
FGOP2_HUMAN	FGFR1OP2
FL2D_HUMAN	WTAP
FREM1_HUMAN	FREM1
GAK_HUMAN	GAK
GLRX2_HUMAN	GLRX2
GNB1L_HUMAN	GNB1L
GRB10_HUMAN	GRB10
HLAE_HUMAN	HLA-E
IF16_HUMAN	IFI16
IGDC4_HUMAN	IGDCC4
IQUB_HUMAN	IQUB
IRAK1_HUMAN	IRAK1
KC1G2_HUMAN	CSNK1G2
MFAP2_HUMAN	MFAP2
MIC25_HUMAN	CHCHD6
MPND_HUMAN	MPND
NET4_HUMAN	NTN4
NIPS1_HUMAN	NIPSNAP1
NOC3L_HUMAN	NOC3L
NTAN1_HUMAN	NTAN1
P5CR2_HUMAN	PYCR2
PA24F_HUMAN	PLA2G4F
PACE1_HUMAN	SCYL3
PAPOB_HUMAN	PAPOLB
PAPS2_HUMAN	PAPSS2
PCP_HUMAN	PRCP
PEX16_HUMAN	PEX16
PP14A_HUMAN	PPP1R14A
PSAL_HUMAN	NPEPPSL1
PTN14_HUMAN	PTPN14
RAB36_HUMAN	RAB36
RM52_HUMAN	MRPL52
RMXL3_HUMAN	RBMXL3
RSRC2_HUMAN	RSRC2
S35B2_HUMAN	SLC35B2
SAMD1_HUMAN	SAMD1
SETX_HUMAN	SETX
SFXN5_HUMAN	SFXN5
SHC3_HUMAN	SHC3
SPCS1_HUMAN	SPCS1
SPF30_HUMAN	SMNDC1
STRAB_HUMAN	STRADB
STYX_HUMAN	STYX
TAF1C_HUMAN	TAF1C
TOP1_HUMAN	TOP1
TOP3B_HUMAN	TOP3B
TTL11_HUMAN	TTLL11
U119B_HUMAN	UNC119B
USP9Y_HUMAN	USP9Y
WDR3_HUMAN	WDR3
WDTC1_HUMAN	WDTC1
ZC21A_HUMAN	ZC2HC1A
ZN469_HUMAN	ZNF469
ZN592_HUMAN	ZNF592
ZN710_HUMAN	ZNF710
AGFG2_HUMAN	AGFG2
ANKL2_HUMAN	ANKLE2
AOXA_HUMAN	AOX1
AP1S2_HUMAN	AP1S2
APC16_HUMAN	ANAPC16
ASM_HUMAN	SMPD1
AT2B3_HUMAN	ATP2B3
ATS19_HUMAN	ADAMTS19
BAP18_HUMAN	BAP18
BRAT1_HUMAN	BRAT1
CD123_HUMAN	CDC123
CD82_HUMAN	CD82
CEBPB_HUMAN	CEBPB
CERS2_HUMAN	CERS2
CHCH7_HUMAN	CHCHD7
CIP2A_HUMAN	CIP2A
CNTFR_HUMAN	CNTFR
COR2B_HUMAN	CORO2B
COX14_HUMAN	COX14
CP2J2_HUMAN	CYP2J2
CPSM_HUMAN	CPS1
CV039_HUMAN	C22orf39
CYLD_HUMAN	CYLD
DCP1A_HUMAN	DCP1A
DHRS1_HUMAN	DHRS1
DHSD_HUMAN	SDHD
DHX57_HUMAN	DHX57
DOCK1_HUMAN	DOCK1
DUS14_HUMAN	DUSP14
DVL2_HUMAN	DVL2
E2AK4_HUMAN	EIF2AK4
ECD_HUMAN	ECD
ELP4_HUMAN	ELP4
EMAL3_HUMAN	EML3
EPG5_HUMAN	EPG5
FA11_HUMAN	F11
FAH2B_HUMAN	FAHD2B
FBX30_HUMAN	FBXO30
FCGBP_HUMAN	FCGBP
FHR5_HUMAN	CFHR5
FOXQ1_HUMAN	FOXQ1
FUT11_HUMAN	FUT11
FXL17_HUMAN	FBXL17
GANP_HUMAN	MCM3AP
GBG7_HUMAN	GNG7
GCST_HUMAN	AMT
GIMA5_HUMAN	GIMAP5
GOT1B_HUMAN	GOLT1B
GSKIP_HUMAN	GSKIP
HORN_HUMAN	HRNR
IFRD1_HUMAN	IFRD1
K0100_HUMAN	KIAA0100
KCD17_HUMAN	KCTD17
KRR1_HUMAN	KRR1
LAGE3_HUMAN	LAGE3
LEG10_HUMAN	CLC
LTN1_HUMAN	LTN1
MCP_HUMAN	CD46
METL5_HUMAN	METTL5
MIB1_HUMAN	MIB1
MKRN1_HUMAN	MKRN1
MKRN4_HUMAN	MKRN4P
MRS2_HUMAN	MRS2
MSH6_HUMAN	MSH6
NAV2_HUMAN	NAV2
NEUL1_HUMAN	NEURL1
PGLT1_HUMAN	POGLUT1
PKP1_HUMAN	PKP1
PLS4_HUMAN	PLSCR4
POF1B_HUMAN	POF1B
PRD15_HUMAN	PRDM15
PROC_HUMAN	PROC
RCCD1_HUMAN	RCCD1
RHBL4_HUMAN	RHBDD1
RIF1_HUMAN	RIF1
RN126_HUMAN	RNF126
RO52_HUMAN	TRIM21
RPC1_HUMAN	POLR3A
RSPO3_HUMAN	RSPO3
RT12_HUMAN	MRPS12
RT18C_HUMAN	MRPS18C
S39A7_HUMAN	SLC39A7
SCHI1_HUMAN	SCHIP1
SCN7A_HUMAN	SCN7A
SORT_HUMAN	SORT1
SPG21_HUMAN	SPG21
SRF_HUMAN	SRF
TF3C1_HUMAN	GTF3C1
TFB1M_HUMAN	TFB1M
TIM10_HUMAN	TIMM10
TM164_HUMAN	TMEM164
TPSNR_HUMAN	TAPBPL
TRBM_HUMAN	THBD
TXN4A_HUMAN	TXNL4A
UBTD1_HUMAN	UBTD1
VGFR3_HUMAN	FLT4
VIR_HUMAN	VIRMA
VISL1_HUMAN	VSNL1
WDR24_HUMAN	WDR24
WDR33_HUMAN	WDR33
WDR64_HUMAN	WDR64
YTHD2_HUMAN	YTHDF2
ZN540_HUMAN	ZNF540
