#,Channel,TMT1_126,TMT1_127,TMT1_128,TMT1_129,TMT1_130,TMT1_131,TMT10_126,TMT10_127,TMT10_128,TMT10_129,TMT10_130,TMT10_131,TMT11_127,TMT11_128,TMT11_129,TMT11_130,TMT11_131,TMT12_127,TMT12_128,TMT12_129,TMT12_130,TMT12_131,TMT2_126,TMT2_127,TMT2_128,TMT2_129,TMT2_130,TMT2_131,TMT3_126,TMT3_127,TMT3_128,TMT3_129,TMT3_130,TMT3_131,TMT4_126,TMT4_127,TMT4_128,TMT4_129,TMT4_130,TMT4_131,TMT5_126,TMT5_127,TMT5_128,TMT5_129,TMT5_130,TMT5_131,TMT6_126,TMT6_127,TMT6_128,TMT6_129,TMT6_130,TMT6_131,TMT7_126,TMT7_127,TMT7_128,TMT7_129,TMT7_130,TMT7_131,TMT8_126,TMT8_127,TMT8_128,TMT8_129,TMT8_130,TMT8_131,TMT9_126,TMT9_127,TMT9_128,TMT9_129,TMT9_130,TMT9_131,Tissue,Ome,Species
2076,MLRV_HUMAN,0.175324511,0.05080561,-0.181417178,0.048441114,-0.312128271,0.049474563,-0.140481011,-0.169195329,0.121625109,0.200733863,-0.474682684,0.194926677,0.236163752,-0.245917461,0.076110232,-0.210409666,0,-0.320631835,0.010585594,-0.362455078,0,0.337232541,-0.008319556,-0.009077828,-0.334546971,0.476903295,-0.421390138,0.590861617,0.011003698,-0.558030656,0.321165828,-0.210038302,-0.024259067,0.240441353,0.246390341,0.031521131,-0.229529158,-0.132611912,-0.059183219,0.192811939,0.348509983,-0.272680376,0.020465711,-0.089561731,-0.137001093,0.277868783,0.304946176,-0.567989889,0.070535115,-0.833977151,-0.006011171,0.241679681,0.033057807,-0.538713223,-0.266957798,0.114986268,-0.02480867,0.506541462,0.300907407,-0.181318916,-0.685667446,0.03920598,-0.045417572,0.255493489,-0.292873783,0.216058263,0.366267539,-0.18603884,-0.213841773,0.207622071,SKM,PROT,HUMAN
2077,MLTK_HUMAN,0.045109386,-0.033392891,-0.032216605,-0.02030135,-0.017856031,0.12130387,0.033077141,-0.141962495,0.022286323,0.153518194,-0.261878873,-0.026007748,-0.115404571,0.281498108,-0.006871162,0.134903816,0,-0.111579735,0,0.032063879,0,0.041251197,-0.038099367,-0.1182544,0.038099367,0.142631236,0.002917871,0.091191526,0.110519685,-0.03564421,0.016463233,-0.027573217,-0.161670031,0.167793749,0.069635336,-0.05443721,0.066645076,0.010437497,-0.059319046,-0.066169192,0.085954937,-0.018677578,0.057607299,0.008753792,-0.101774141,-0.029666809,0.240296904,0.015898534,0.006886905,-0.172863089,-0.085473137,0.033075474,0.031277222,-0.070752189,-0.066284755,0.007213262,0.087852644,-0.004957717,-0.043314211,-0.008550508,-0.009892185,-0.046676883,0.284102649,0.049188273,-0.001687372,-0.053382738,0.149316802,-0.020734541,0.015853524,-0.028416633,SKM,PROT,HUMAN
2078,MLX_HUMAN,-0.050058881,-0.568162097,0.317280197,-0.084539323,0.084539323,-0.324192669,-0.01257453,-0.2990435,0.1100748,0.01268457,-0.06689035,-0.04864062,0.045156875,0,-0.100248572,-0.076460377,0.117232013,0.2418403,-0.3341809,0,0.4051077,-1.560963,0.2577566,0.08199513,0.009660747,-0.3635661,0.00523827,-0.1899901,0.09512315,-0.02976599,0.008079387,-0.08554932,-0.008079387,-0.06369295,0.1001745,-0.268404,-0.07231591,0.07059598,-0.04565104,0.09172547,-0.06799672,-0.5143721,0.1107017,0.1048537,0.08162799,-0.9921724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4149561,-0.320831,-0.0991915,0.563052,-0.05006129,-0.270461,SKM,PROT,HUMAN
2079,MLXIP_HUMAN,0.104181175,-0.253010013,-0.050872778,0.078418672,-0.035262868,-0.003113629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000749853,0.000358937,0.07983212,-0.01720875,-0.02176752,-0.2560789,-0.02068853,0.1481495,0.00390596,0.2054581,-0.1493843,-0.05578744,NA,NA,NA,NA,NA,NA,SKM,PROT,HUMAN
2080,MMAA_HUMAN,0.131117087,-0.114146648,-0.22392317,0.148625564,0.142388358,-0.131117087,0.1123887,0.03588039,0.02773522,-0.1221129,-0.3105442,-0.02773522,0.041362329,0,0.299927605,-0.050202148,-0.469000616,0,0.08991907,0.07108512,-0.04828625,-0.1148761,-0.1570447,0.2345081,-0.02950483,0.03405537,-0.09241181,-0.01137451,-0.01761138,-0.2707796,0.01761138,0.1042348,0.04388443,9.57E-05,0.005488207,-0.040530325,-0.149248717,-0.098207756,0.157635946,0.120072399,0.04809653,-0.2514391,0.05899161,0.2177674,0.01883332,-0.07872284,-0.05041357,-0.05510434,0.2554763,0.06535536,0.0147311,-0.03274143,0.002112283,0.001504514,0.09782516,0.02189486,-0.03891372,-0.01855428,0.428503694,-0.231810269,-0.046171098,-0.091648258,0.130681221,0.002611292,-0.04315835,0.1114647,0.07926219,-0.07147106,-0.2456041,0.09389886,SKM,PROT,HUMAN
2081,MMAB_HUMAN,0.168376284,-0.008068472,-0.536512448,-0.096286068,0.053027998,0.034117208,0.017198923,-0.086451591,-0.232947251,-0.009681789,0.0826487,0.059046783,0,-0.277242605,0.305029531,-0.22093821,0.180080712,-0.211915093,-0.958277784,0.106380674,0.023899344,0.217086776,-0.145713649,0.419906366,-0.193222978,0.141504751,-0.118923075,0.118422452,-0.186933028,-0.269674922,0.030871263,0.197559144,-0.063705138,0.023748295,-0.080478321,0.067551628,-0.494419485,0.063336298,-0.011315158,0.15067327,-0.190820308,0.034070583,0.063546198,0.179397341,-0.035340133,0.026635749,-0.109001068,-0.30681691,0.40351291,-0.192262034,0.085236201,0.17191896,-0.04313539,-0.3119301,0.17473,-0.2252386,0.06089158,0.133297,0.129883731,-0.029472006,-0.049524252,-0.001707497,-0.129883731,0.169547015,-0.203101773,0.224258976,0.143576856,-0.109742854,-0.586790919,0.182596052,SKM,PROT,HUMAN
2082,MMP2_HUMAN,-0.008273278,-0.172959462,0.161076003,-0.957365112,0.72542933,0.008273278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000950881,0.152046286,-0.056660464,-0.061396609,0.361377213,-0.504784591,-0.01360639,0.03846654,0.3491299,-0.2275441,0.01360639,-0.3878484,-0.2083559,0.1567839,-0.01728258,0.1563837,0.2083559,-0.2949089,0.1933662,-0.1826608,0.6766874,-0.00988137,0.01409839,-0.0912332,-0.085762408,0.085762408,0.183953749,0.375691759,-0.229647979,-0.287340719,0.3551899,0.1415867,0.06130845,0.02535182,0.07929203,-0.3088478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SKM,PROT,HUMAN
2083,MMRN1_HUMAN,-0.248335951,0.169400123,-0.113871272,-0.196637418,1.341881175,0.147443518,-0.043710175,1.336078572,-0.14565571,-0.003502808,0.010733384,0.118581233,NA,NA,NA,NA,NA,-0.04728761,0.3553041,-0.4634442,0,0.1173266,-0.01711335,0.2993952,-0.04884722,-0.01132206,-0.1395503,0.5570296,-0.2765281,-0.1859075,0.4927556,0.2954699,-0.1243448,-0.0260198,0.232487115,-0.158625184,-0.215304032,-0.330790992,0.30258764,0.389273502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.378879459,-0.199193154,0.3469051,0.262914909,-0.140481353,0.008899869,NA,NA,NA,NA,NA,NA,SKM,PROT,HUMAN
2084,MMRN2_HUMAN,0.026176124,-0.141381644,0.041652389,0.100085533,-0.000425458,-0.119794429,-0.008877893,0.06085463,0.142011432,-0.006402838,-0.059675222,-0.138000208,0,-0.216923063,0.139112372,0,-0.304450447,-0.01506887,0.146261647,0.011076637,-0.025268098,-0.185199154,0.001075717,0.333737796,-0.103976976,0.152477788,-0.002829703,-0.10015589,0.036208466,-0.047277117,0.095950584,0.044663425,-0.10868947,-0.305437952,-0.066469975,-0.211206522,0.011867364,0.108692261,0.211743537,-0.024863979,0.032375294,-0.181828576,0.035985888,0.130543632,-0.018921062,-0.20207414,0.052312297,-0.012377706,0.194789083,-0.082227921,0.056957029,-0.136074417,-0.02136325,-0.1225829,0.1694995,0.1672385,0.000584502,-0.01713653,0.108599226,-0.23967928,0.011408636,0.078824882,-0.121994086,-0.04469486,-0.0540431,-0.023969574,0.108901176,-0.015826643,0.013019503,-0.177392503,SKM,PROT,HUMAN
2085,MMS19_HUMAN,0.5398484,-0.0627633,0.0627633,0.3894046,-0.1606567,-0.9730412,0.02326291,0.173247,-0.07433067,0.08586199,0.02945909,-0.09423757,0,-0.048323775,0,0.041549015,0.070923262,-0.1079029,0.4050668,-0.1841418,0.3844022,0,-0.02428292,0.001179756,0.1096,-0.1026983,0.03643121,-0.3797184,-0.2189255,0.1540133,-0.509038,0.007259911,0.2888584,-0.1857282,NA,NA,NA,NA,NA,NA,0.008655508,0.096936,-0.07407323,0.04753933,-0.04270226,-0.1163696,0.023952915,0.031007077,0.060587341,0.112085348,-0.060007566,-0.060587341,0.03676395,-0.03029138,-0.04910024,-0.02322277,0.02322277,0.2102547,-0.1754796,0.01451692,-0.01451692,0.158655,0.05322063,-0.06223958,NA,NA,NA,NA,NA,NA,SKM,PROT,HUMAN
2086,MMSA_HUMAN,0.352858155,-0.23848306,0.097593077,0.558157832,-0.192209889,-0.1982362,-0.07156035,0.375639353,0.367034057,0.030669937,-0.283321323,-0.243390919,0.453760866,-0.253570008,0.399670516,-0.009769923,-0.259064558,0,0.396165507,-0.348114622,0.396519187,-0.203792422,-0.016984773,0.770174821,-0.335744223,0.720392372,-0.087035216,-0.089090412,0.046135847,-0.422654172,0.364277696,-0.064662961,0.368067035,-0.199770939,-0.000916174,-0.0045102,-0.169894885,0.579271236,0.013094957,-0.080271258,-0.00748448,-0.006919132,0.543821223,-0.027006945,-0.090032003,-0.001138133,0.424803942,-0.111703638,0.3124602,-0.337697993,0.070431599,-0.138136472,0.033284378,-0.028328047,0.200098947,0.076529979,-0.428979773,-0.265531374,0.90662755,-0.191922104,0.030343971,-0.296035169,0.493700642,-0.103650359,-0.131179768,0.014780911,0.581084663,0.076730153,-0.007976067,-0.257462049,SKM,PROT,HUMAN
2087,MNDA_HUMAN,-0.169661742,0.015954954,0.090238098,-0.379602209,0.788919708,-0.015954954,-0.2064854,1.876357,-0.2724739,-0.04962961,0.2162556,0.04962961,NA,NA,NA,NA,NA,0,0.4065523,-0.1059895,0.6150061,-0.308906,NA,NA,NA,NA,NA,NA,0.3498015,0.02301222,0.3388138,-0.000425872,-0.2567914,-0.0723319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.601674279,-0.143372211,0.16349819,0.258718678,0.567388928,-0.291975328,NA,NA,NA,NA,NA,NA,SKM,PROT,HUMAN
2088,MOB1A_HUMAN,-0.145702652,-0.027430897,-0.008665561,-0.28252299,0.170150562,0.051475033,-0.3212018,0.6483353,-0.2309881,0.003348286,0.006037206,0.06997638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196838,-0.2279242,0.0940995,-0.06983495,-0.08962105,0.05671123,0.04988662,0.03183188,0.03921316,-0.03396561,-0.2784535,-0.00409582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.212148253,-0.031285811,0.046997462,0.230054856,-0.179955909,0.098188387,0.02209284,0.06072533,0.008000577,-0.04416848,-0.1271656,0.02563006,-0.1879628,-0.01068424,0.01068424,0.03391221,-0.16863,0.04406752,NA,NA,NA,NA,NA,NA,SKM,PROT,HUMAN
2089,MOB2_HUMAN,0.154429,-0.04108448,-0.02628516,-0.01723801,0.02628516,0.01723801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1336547,0.02535573,0.03936799,-0.007673609,0.07150797,-0.03045631,-0.02648677,0.009487218,0.02397151,-0.1478926,0.08667921,-0.21352,0.1104101,-0.02639847,0.08836782,0.08576741,-0.06858832,-0.0350792,-0.01419628,0.008266302,-0.02222944,-0.04709211,0.03466719,NA,NA,NA,NA,NA,NA,0.2070093,-0.1577801,0.03899564,0.000182277,-0.01980953,-0.0308294,0.02395524,0.0479251,0.1273561,-0.070748,-0.0948985,-0.03685594,0.122744413,0.019721467,-0.106230728,0.290828739,-0.685418929,-0.019721467,0.138281129,-0.049272417,0.091567101,0.055342176,-0.086633489,-0.101530636,SKM,PROT,HUMAN
2090,MOC2B_HUMAN,-0.022451478,-0.086530724,0.060175707,0.026897347,0.111593837,-0.132731978,0.008006163,-0.1774028,0.08629419,-0.04538322,0.1645686,-0.2036536,-0.388784631,0.08875974,0,-0.026277007,0.126322289,0.08389922,-0.08052431,0.2161182,-0.09532017,0,0.09792424,-0.034463715,0.185532066,-0.14475781,-0.007076571,-0.022828557,0.1968559,0.1482829,-0.1488308,0.02716117,-0.1533008,-0.07204038,0.168732854,-0.03797534,0.228017875,-0.007682001,-0.174322475,-0.027555116,-0.005794711,-0.06151918,-0.05525395,0.079098,0.2224427,-0.01781759,-0.089324026,0.065950329,-0.097587586,0.090827751,0.058135606,-0.018964858,0.007172738,-0.005800696,0.005905652,-0.02236244,0.01063284,-0.009780217,0.030663347,0.03129706,-0.143031848,0.050253643,-0.012976138,0.027923366,0.1774621,0.15355,-0.1451656,-0.04460342,-0.1403994,0.1584739,SKM,PROT,HUMAN
2091,MOES_HUMAN,0.03425221,-0.038815926,-0.013442077,-0.130603063,0.175317382,-0.040781288,-0.050227909,0.361782699,-0.119725133,0.061783227,-0.040985049,-0.035476662,0.035371209,0,0,-0.008125229,0,0,0.077382697,0,-0.258667694,0.117648777,0.027293896,0.126203574,0.004131764,0.03698838,-0.205541983,-0.051486412,0.049429383,-0.100107359,0.124330687,0.046254658,-0.201494008,-0.065334748,0.010255671,0.03550628,-0.036630433,-0.107020964,0.055260887,0.031609982,-0.005150083,-0.104519627,0.073426648,0.065595923,-0.031158821,-0.011766613,0.019675751,-0.009533891,0.018012058,0.105147521,-0.150526464,-0.004234345,0.061402878,-0.164710215,0.032775791,-0.007567827,-0.034291891,0.183526201,0.027249106,-0.031152814,-0.136370973,0.177712097,-0.053299175,0.046228747,-0.01769653,-0.110456054,-0.036434443,0.107970029,0.027373892,0.062170587,SKM,PROT,HUMAN
2092,MOGS_HUMAN,-0.076338785,-0.046089563,0.019356753,-0.013144258,0.059637743,0.007569037,-0.024110476,0.068403296,-0.091385638,-0.008221644,0.03470181,0.092557049,0.018782727,0,0,-0.028950473,0.082860277,-0.07005587,0.2600677,-0.02153736,-0.01083942,0.3334442,0.04777188,-0.037692851,0.05324963,0.014139664,0.000702325,-0.064671885,0.00293095,0.005504752,0.052267555,0.033642622,-0.104651248,-0.10431919,0.055111256,-0.013361816,0.03653677,0.030012497,-0.087991409,-0.118894698,-0.07950854,-0.01582904,0.1115326,0.1086895,-0.06765686,-0.03409224,0.059596173,-0.29395929,0.079644652,-0.230591332,0.036126295,0.17847721,0.092301662,-0.027764367,-0.009955328,0.006341431,-0.024621085,0.103464886,0.056308002,0.03489922,-0.06468714,-0.011564524,-0.139452255,0.030581341,-0.184784911,-0.0421667,0.157788749,0.008119442,-0.046262339,0.208798196,SKM,PROT,HUMAN
2093,MOT1_HUMAN,-0.194036162,0.005395526,-0.071574256,0.020107537,0.068026111,-0.005395526,0.281298782,-0.304809971,0.066874165,-0.032495977,-0.098102917,0.026101265,0.12737046,-0.109155971,-0.022654886,0.319194646,0,0,0.172156556,0,-0.150856103,-0.022722342,0.005849577,0.30003583,-0.302431376,0.064465993,-0.17118654,0.066531008,-0.015734332,-0.156082269,0.088430903,0.183369592,-0.045654378,0.033458976,0.201098677,-0.067656953,0.06842426,-0.021655576,-0.133247474,0.011375407,-0.050508257,-0.420611331,-0.059810511,0.248125941,0.039035921,0.044254744,0.159143156,-0.2024551,0.044335191,-0.359738485,-0.008051771,0.015750614,0.199163309,-0.382388211,0.065277753,-0.063201702,-0.07507246,0.12405641,0.323109244,0.012148388,-0.141318765,0.046301651,-0.124511851,0.019202685,0.01889982,0.017560755,0.013217945,0.0256721,-0.173310612,0.011239333,SKM,PROT,HUMAN
2094,MOT4_HUMAN,-0.444570587,0.164396922,0.165000521,-0.451584848,-0.08637873,0.258549076,0.483757657,-0.218794676,-0.766220067,-0.260012932,0.209005112,0.550976162,-0.488901297,0,-0.280313522,0.516927552,0.757721363,0,0,0.123259393,-0.403715362,0.203141173,0.051924143,-0.169165846,0.111756236,-0.725709251,0.216893064,-0.024033738,0.17870122,0.08428274,-0.675362161,0.000711369,-0.008481769,0.040833476,0.308667481,-0.394181196,0.175160401,-0.254960857,-0.123123627,0.372310293,-0.687035184,-0.008193139,-0.07947596,0.345961433,-0.00200245,0.267266151,-0.258632495,0.226693067,0.054441258,-0.080112369,-0.219386016,0.469181842,-0.248762669,-0.579022124,0.169906123,0.176973971,-0.109812442,0.270752013,0.077603707,0.091862824,-0.142674927,-0.091862824,-0.307799716,0.323843156,-0.180005834,0.085176252,0.018523129,-0.067477532,-0.001915982,0.565380866,SKM,PROT,HUMAN
2095,MOT8_HUMAN,-0.09403936,-0.0957318,0.2607718,-0.152248,0.09403936,0.1062114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SKM,PROT,HUMAN
2096,MP2K1_HUMAN,0.034228719,-0.023437885,0.023322672,0.003791677,-0.034228719,-0.136981974,-0.194659518,-0.083926672,0.059026127,0.128752003,0.023123653,-0.063524687,0.203108254,0,0,0,-0.123143247,-0.102024895,-0.073298999,0.051625022,0.068529781,0,-0.011445601,-0.090362243,0.086366023,0.049739675,0.007511903,-0.080860858,0.038409916,-0.037728041,0.022892431,-0.01027552,0.022934665,-0.028257087,0.005116821,0.0019741,-0.016153087,0.162156738,-0.031334156,-0.049302886,0.108569965,-0.137823978,0.064620357,-0.108895054,0.044441621,-0.053165438,0.314717272,0.038294313,0.042149728,-0.045636969,-0.050005528,-0.152923368,-0.004065492,-0.023223057,-0.026616214,0.056418546,-0.003443283,-0.085633902,0.231363857,0.005158808,-0.061340526,0.013766144,-0.041745414,-0.12165359,-0.008343962,-0.031276832,0.024823023,0.000749827,0.02445641,-0.00127018,SKM,PROT,HUMAN
2097,MP2K2_HUMAN,0.056497864,-0.022779647,0.005350733,-0.047119851,0.059564623,-0.024704573,-0.044880191,0.084257396,0.040547385,0.136078217,-0.063664165,-0.086542974,0.077846924,0.007339109,-0.025622715,0,-0.079580598,-0.022809129,0,0.001102129,0,0,0.044240474,-0.009345458,-0.031471431,0.041641642,0.001559874,-0.021185619,0.176606523,-0.044499668,-0.038342252,0.01720441,-0.008875589,-0.069869501,0.030047443,-0.040863243,0.005573888,0.045900737,-0.027150746,-0.008595766,0.058544713,-0.02458402,0.043390153,0.010993069,-0.042636221,-0.10110419,0.160282547,-0.074032226,0.011927838,-0.093070029,-0.00227365,0.008379647,0.001553903,0.006040012,-0.025241993,0.030666338,0.009628237,-0.04476328,0.039768139,-0.05601367,-0.158991904,0.057438909,0.076524075,-0.019792046,0.007067232,0.06123653,0.070448706,-0.02675729,-0.030827753,-0.048158766,SKM,PROT,HUMAN
2098,MP2K3_HUMAN,-0.017221584,-0.08179136,-0.019849793,0.160830562,0.18324711,-0.126985267,0.026402488,-0.009641157,-0.090938337,0.092641002,-0.036606775,0.02243683,-0.381042401,0.453596437,0,-0.126400811,0.061554621,-0.014649472,0.000501423,0.063666328,0,0.00235484,0.017230457,-0.123421776,0.110791787,-0.014499242,-0.030153775,0.02385985,0.122748196,-0.047109942,-0.070425062,0.05963536,-0.017579817,-0.037089599,0.071498907,0.041629743,0.106244697,-0.051397168,-0.198214015,-0.00518384,0.004277451,-0.000617514,-0.004073803,0.128199523,-0.049638908,-0.014296095,0.225610866,-0.028906807,-0.010509096,-0.008963609,-0.047474076,0.028115235,0.061712248,-0.087301881,-0.027937868,0.147268688,-0.01472532,-0.008481063,-0.047020732,0.036756837,-0.066883395,0.045350019,-0.148491143,0.095827,0.023898227,0.016334738,-0.079120019,0.005713095,0.022388326,-0.004529116,SKM,PROT,HUMAN
2099,MP2K4_HUMAN,0.011017473,0.024642127,-0.072583312,-0.026756569,-0.076410868,0.12279814,-0.1091514,0.1541954,-0.07949687,-0.01812899,0.01812899,0.06934051,0,0.018878777,0,0,0,0,0,0.075903948,0,0,-0.023810623,-0.096868259,0.054070671,0.031426261,0.005655739,-0.00993897,0.036255826,0.049350264,-0.214373534,-0.149899147,0.140875917,0.196020849,0.02519256,-0.010438413,0.02512746,0.032365634,-0.022769069,-0.096749363,0.036304488,-0.010384265,0.009266973,0.031073047,0.005413579,-0.084615633,-0.049252532,-0.054093045,0.009236046,-0.016178282,0.029840266,0.016676844,-0.014597606,0.006398059,0.045234629,0.019687079,-0.05027262,-0.002822505,-0.051561906,0.00662152,0.086376918,-0.061081405,0.033016956,-0.027036879,-0.003293964,-0.042491145,-0.191799673,0.003293964,-0.018514514,0.079331155,SKM,PROT,HUMAN
2100,MP2K6_HUMAN,0.099947842,-0.106872062,-0.024586923,0.065453876,-0.054862201,-0.016527757,0.139879275,-0.08170101,0.036957998,-0.018452667,-0.17106213,0.020037398,-0.154297967,0,0.055511376,0.152965889,-0.140872408,0.122418031,0,-0.033602201,0,-0.027051439,0.008710764,-0.155457533,-0.065309709,0.091984461,0.00060263,0.03764989,0.040110892,0.025525865,-0.206215546,0.016368954,0.00828961,0.017683435,-0.001023521,-0.095764786,-0.000533005,0.092299828,-0.01231776,0.044248624,0.08006081,-0.009089469,-0.012564631,-0.079444821,0.056591387,-0.028343092,-0.013031812,-0.060768805,0.083891593,-0.090727926,0.133105982,-0.046435862,0.005790202,0.032794588,-0.094591557,0.10540316,-0.024409491,-0.011086603,-0.074020264,-0.087352911,0.082440826,0.069625732,0.034740299,-0.09652467,0.082708542,0.042659921,0.1151616,-0.088302323,-0.195247768,-0.027048017,SKM,PROT,HUMAN
2101,MPC1_HUMAN,0.187715542,-0.105722252,-0.323249659,0.16269128,0.024314055,-0.223362119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01661169,0.1369046,-0.2187705,-0.1158429,-0.06153473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06983762,0.2842456,-0.1691299,0.03027939,-0.1169451,-0.03027939,NA,NA,NA,NA,NA,NA,0.2427931,-0.2589946,0.5226555,-0.06637891,0.01513668,-0.0166459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SKM,PROT,HUMAN
2102,MPC2_HUMAN,-0.034100482,-0.015904017,-0.213415657,0.031464848,0.119585776,-0.034416389,0.315025094,0.113358085,0.063886332,-0.067269967,-0.422778041,0.016634413,0,0,0.199820402,-0.111766073,0.098968203,0.026036174,0.035504783,0,-0.14826486,-0.057862743,-0.049281917,0.294047259,-0.176821798,0.197174689,-0.154629183,0.115682373,0.006003767,-0.090697207,-0.185087036,0.179391648,0.046929793,-0.026776254,0.242935622,-0.069310864,-0.126437072,0.095295609,0.003189574,0.071338012,0.004941522,-0.034736956,-0.096033376,0.118815683,0.023606856,0.046234445,0.151636446,-0.46842865,0.319950005,-0.459568559,-0.085505626,0.115022574,0.166445736,-0.636684611,0.02411714,0.109453852,-0.217652762,0.006769025,0.164615579,-0.114103415,-0.395436288,-0.109856345,0.625995895,0.131879163,-0.236665529,0.191418479,0.214289655,-0.191418479,-0.152095881,0.172163137,SKM,PROT,HUMAN
2103,MPCP_HUMAN,0.093086731,-0.05410161,-0.084559791,-0.000576605,0.131578784,-0.067289993,0.5504741,-0.064481724,0.166642331,-0.064206439,-0.122758553,-0.040040898,0,-0.210363651,0.160408012,0.47817569,-0.135373724,0,0.040209169,0.256277451,-0.265124499,-0.283473605,-0.066079927,0.489248075,-0.02650731,-0.04717834,0.024481887,-0.012535286,0.020248868,-0.138877567,-0.161568093,0.243575431,0.112617282,-0.043470849,0.104083551,-0.030476401,-0.050555225,0.047741399,-0.028854169,-0.036488544,-0.048262992,-0.052880866,-0.108093893,0.206998992,0.108243577,-0.118328586,0.098124378,-0.415113592,0.207526233,-0.228763935,0.034490734,0.01684114,0.065545835,-0.344342114,0.094607876,0.047155895,-0.026435806,-0.060779092,0.156792124,-0.06970213,-0.0618876,0.018303623,0.033665504,-0.035224098,-0.0104791,0.317807106,0.157554343,-0.23768924,-0.312150037,0.004805205,SKM,PROT,HUMAN
2104,MPDZ_HUMAN,-0.001899321,0.06146583,0.001899321,-0.04144464,0.08904935,-0.1741424,0.1232222,-0.1207304,0.08011414,0.03646085,-0.1171258,-0.03646085,0,0.116668228,-0.06504054,-0.168532816,0.303996059,-0.1304286,0,-0.07879731,0.03698101,0.07763463,0.064787286,-0.119458553,0.13959091,0.074422112,-0.074422112,-0.131741074,0.1029765,-0.05454147,0.04776391,-0.1494202,0.07331244,0.03017172,-0.018432712,0.043477054,0.003254118,0.055033525,-0.051817444,-0.012853461,0.002589814,-0.012246161,-0.020551132,0.084639237,-0.086026892,0.022825298,0.003919919,-0.000181224,0.12154575,0.047971655,-0.162416383,0.018638255,0.001217488,0.01267528,0.01899458,-0.01899458,-0.02039352,0.1238655,0.004933651,0.00967534,-0.136070166,0.107477524,-0.17287995,-0.076973525,-0.211185428,-0.044854597,0.100882663,0.0921988,0.095070422,-0.076258445,SKM,PROT,HUMAN
2105,MPI_HUMAN,0.082229434,-0.025840352,0.061559422,-0.002158777,-0.066595401,0.020280304,0.087820044,-0.124072713,0.01873909,-0.043852801,0.017582002,0.007668862,0,0,0,0.091887741,-0.019317077,0,0,0.101771065,-0.047742825,0.0104734,-0.008036423,-0.05184772,0.052394685,-0.013902798,0.073048062,-0.071035197,0.0047202,0.048111292,-0.110471702,0.059402731,0.020957031,-0.036909502,-0.018670574,-0.001151978,0.113657679,0.046021911,-0.061915063,-0.034680154,-0.004610639,-0.039939943,0.016987033,0.011441279,0.031826266,-0.024507436,-0.112714144,0.072671014,-0.059672326,0.321584093,-0.017616231,-0.008216485,-0.075773648,0.115502948,0.192971291,-0.059229511,-0.06153568,0.015333384,0.048090085,-0.079249605,-0.02991506,0.074847526,-0.009065029,0.02991506,0.08290707,0.005391425,0.020978141,-0.146156408,-0.026814682,0.010683914,SKM,PROT,HUMAN
2106,MPP5_HUMAN,0.06196143,-0.1100525,0.1928096,-0.03689195,-0.06196143,-0.01174333,-0.06387539,0.01638495,0.1929206,0.1977183,-0.01638495,-0.07011739,0.04308303,0,-0.051678478,0.122905366,-0.034212077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01732836,-0.2085401,-0.003097861,0.07861824,0.003097861,0.06016495,-0.2896793,0.1410286,0.002353337,0.1369677,-0.03229047,-0.3236282,NA,NA,NA,NA,NA,NA,0.03934358,-0.02124801,-0.03786238,0.01877749,-0.03546403,0.1401852,-0.056755596,0.117239272,-0.051314281,0.237836391,-0.022750137,-0.10644742,-0.176123,-0.03808659,-0.0645567,0.1335377,0.03808659,0.05113044,SKM,PROT,HUMAN
