#,Channel,TMT1_126,TMT1_127,TMT1_128,TMT1_129,TMT1_130,TMT1_131,TMT10_126,TMT10_127,TMT10_128,TMT10_129,TMT10_130,TMT10_131,TMT11_127,TMT11_128,TMT11_129,TMT11_130,TMT11_131,TMT12_127,TMT12_128,TMT12_129,TMT12_130,TMT12_131,TMT2_126,TMT2_127,TMT2_128,TMT2_129,TMT2_130,TMT2_131,TMT3_126,TMT3_127,TMT3_128,TMT3_129,TMT3_130,TMT3_131,TMT4_126,TMT4_127,TMT4_128,TMT4_129,TMT4_130,TMT4_131,TMT5_126,TMT5_127,TMT5_128,TMT5_129,TMT5_130,TMT5_131,TMT6_126,TMT6_127,TMT6_128,TMT6_129,TMT6_130,TMT6_131,TMT7_126,TMT7_127,TMT7_128,TMT7_129,TMT7_130,TMT7_131,TMT8_126,TMT8_127,TMT8_128,TMT8_129,TMT8_130,TMT8_131,TMT9_126,TMT9_127,TMT9_128,TMT9_129,TMT9_130,TMT9_131,Tissue,Ome,Species
1,1433B_HUMAN,0.068576247,-0.031525006,0.014783097,-0.021402309,0.031377535,-0.129808787,-0.238747365,0.282225318,-0.036253839,-0.003284012,-0.072509853,0.021775282,0,0.093262136,0,-0.269300017,-0.002938768,-0.001800132,0.101060466,-0.060099241,0.161337058,-0.045084312,0.0177191,-0.000807123,0.024168503,-0.0215747,0.011386958,-0.103680597,0.011977414,-0.063966601,0.094150504,-0.092187599,0.081501751,-0.037458246,-0.072256339,0.0709987,0.033484678,0.067735549,0.008755777,-0.097704552,0.045915222,-0.17154874,0.113376053,0.024299728,-0.01536229,-0.140478289,0.105350189,-0.060449985,0.015952366,0.055883071,-0.071002065,-0.016353665,0.028751724,0.116132564,0.059081437,-0.026219593,-0.098966118,-0.058412998,-0.071745328,0.000632566,-0.066949001,0.066400378,0.059394928,0.101224137,0.010285063,-0.120108117,0.046507556,0.022361272,0.006112535,0.032662201,SKM,PROT,HUMAN
2,1433E_HUMAN,-0.007028206,-0.023673581,0.038534518,0.059693807,-0.024529524,-0.065280082,-0.017596175,0.049809932,-0.027781564,0.046621177,-0.040336859,-0.002887206,-0.127679428,0,0,0,0,-0.033551485,0,0.006688671,0.023556293,0,0.033226435,-0.073464793,0.019266848,-0.012884802,0.000834957,-0.01184121,0.016308499,-0.008360467,0.025814832,-0.013453343,-0.009757038,-0.02164311,-0.04902111,0.062123493,-0.013067236,0.061975915,-0.048226203,-0.011170127,0.020465091,-0.086025228,0.046235547,-0.030704955,-0.001283116,0.017975104,0.116193596,-0.007065517,0.011178091,-0.043611948,-0.000621294,-0.014318866,0.01139855,0.040521286,0.013266835,-0.015927147,-0.049094683,-0.008940671,0.021928562,-0.046434197,-0.063499735,0.033460601,0.057700993,0.025109192,0.029013588,-0.063338425,0.059267278,-0.019028887,-0.008166144,0.001179949,SKM,PROT,HUMAN
3,1433F_HUMAN,-0.028479029,0.005476078,0.048491737,0.058551697,0.007527045,-0.022541031,-0.172804637,0.228957538,0.017672972,0.087068739,-0.006981841,-0.075724354,-0.099150746,0.013172354,0,-0.000711648,0.048896461,-0.243784297,0,0.128141311,0.026758357,0,-0.045712172,0.001078742,0.015295524,0.135427731,-0.006039382,-0.093204899,0.08732638,-0.1708873,0.1148389,-0.1310115,0.03429479,0.02067367,-0.031900429,0.008548651,-0.011689502,0.177834282,0.019855796,-0.073387242,0.037133734,-0.152836705,0.156915962,0.044985822,-0.060538306,-0.076795507,0.194521207,0.000131667,0.008556366,-0.06875496,-0.024127014,-0.013256236,-0.067150465,0.139505961,0.087276668,0.051342494,-0.087276668,-0.061223477,0.011990321,-0.027051934,-0.018575399,0.138497289,-0.03343709,-0.076024155,0.035818225,-0.198782343,0.021559138,0.035387506,0.05616021,-0.023990079,SKM,PROT,HUMAN
4,1433G_HUMAN,0.006765964,-0.034821288,0.002363007,0.035049193,0.002552423,-0.020834687,-0.176925174,-0.041927882,-0.176380623,0.08973664,0.039952383,0.093865651,-0.165354802,0.13568453,0,-0.167916376,0,-0.019913504,0,0,0,0.06026184,-0.01541432,-0.056669493,0.044970633,0.027328287,0.052326771,-0.05886899,0.027561446,-0.000511561,-0.01203434,0.009637853,-0.015409083,-0.010835377,-0.06849851,0.022383381,0.04531464,0.129801776,-0.047225097,0.001828786,-0.028481063,0.016458795,0.034288296,-0.057803258,0.035633582,-0.077566678,0.089220197,-0.068647203,0.020215008,-0.060771415,0.003502461,0.046486524,-0.001846713,-0.009407709,-0.002295075,-0.011094955,-0.003161222,0.063908012,0.05601035,-0.039976954,-0.088388253,-0.047707301,0.109607798,0.111860672,-0.039136385,-0.111140484,-0.056909584,0.031192297,0.041284148,0.181999207,SKM,PROT,HUMAN
5,1433T_HUMAN,0.0774155,-0.057739184,-0.040850323,0.039791524,-0.145368531,0.104527938,-0.14991266,0.560979041,0.044135614,0.077635023,-0.182797538,-0.04447759,0,0,0,-0.132118778,0,-0.040974102,0.31421648,0,0.013036916,-0.286009725,0.026992553,0.137135351,-0.208915699,0.186772843,-0.13606271,0.00183941,0.080988182,-0.234602359,0.285856445,-0.091756017,-0.081736708,0.18699779,-0.046982001,-0.028567143,-0.193341527,0.105836696,0.244408693,-0.071012798,0.036375237,-0.190419451,0.27270499,0.050249134,-0.151636983,-0.040555702,0.040837183,-0.019237155,-0.00283464,0.055765368,-0.019241817,-0.090841104,0.01182507,0.08884767,0.1771021,-0.01205232,-0.1899924,-0.1018796,0.030603911,-0.370169359,-0.084066451,-0.144961881,0.661780054,0.085913869,-0.091176486,-0.152283456,0.096557665,0.164062833,0.025388236,0.001228025,SKM,PROT,HUMAN
6,1433Z_HUMAN,0.119029703,-0.02207805,0.028016947,-0.062133079,0.004391732,0.030182934,-0.150088826,0.524830369,-0.023502081,0.11542419,-0.079985248,0.020524627,0.05179619,-0.009160141,0,-0.164156477,0,-0.102511203,0.104578366,-0.000313038,0.002768477,0,0.028556695,0.062818999,-0.031940833,0.045426023,-0.102087324,-0.011835705,0.094005071,-0.056475687,0.21712406,-0.015814983,-0.08368665,-0.015377214,-0.02681055,0.014943058,-0.048302834,0.028637442,0.028305231,-0.010999187,0.090242815,-0.073108605,0.14606168,-0.061753611,-0.118595122,0.037469793,0.119421901,-0.032625312,0.045863755,-0.04066255,-0.09353328,0.031621093,-0.070666519,0.009911487,0.167302415,-0.023596665,-0.0523371,0.052606689,-0.0010682,-0.12313827,-0.149476274,0.068802051,0.31473863,0.080501588,-0.098990862,-0.091218478,0.027674779,0.066348791,-0.003181316,0.038392992,SKM,PROT,HUMAN
7,1A02_HUMAN,-0.4137488,0.08365747,0.1731795,-0.09262361,-0.08365747,0.08918664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05612152,-0.1308394,-1.232957,0,0.8881613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2500791,0.3817522,-0.4158725,-0.4165276,0.5873112,0.4596595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SKM,PROT,HUMAN
8,2A5A_HUMAN,0.004488868,0.094715142,-0.03203828,0.034051202,0.10484379,-0.165074355,-0.06512311,-0.1909587,0.03147717,0.1719477,-0.1385873,0.02454538,0,0.199032776,0.014244032,-0.34285132,0.447814391,-0.068236879,0,0,-0.220430899,0.245416413,0.009740722,-0.182635644,0.023100775,0.050339339,-0.031041333,0.015032059,0.003220936,-0.002033542,-0.082118909,0.002033542,-0.015337938,0.04829793,-0.08564323,0.12461946,-0.041122215,0.094767158,-0.151324961,0.038742719,-0.004441192,0.004426012,0.008193983,-0.042488891,0.002666455,0.01456833,0.048187117,-0.001678345,-0.216768047,-0.294302324,-0.048187117,0.09018428,0.083714795,-0.202259361,-0.008988256,0.021642515,-0.016212431,0.121431116,-0.038546732,0.115719327,-0.184323192,-0.012505606,-0.042447216,0.149478638,-0.017837674,0.049216992,-0.00226859,0.024269815,-0.057228112,0.025257662,SKM,PROT,HUMAN
9,2A5D_HUMAN,0.029505238,-0.074614354,0.001151374,0.008800775,0.007963931,0.013977026,0.010030932,0.000423136,0.055979984,0.02718837,-0.104376819,-0.061819101,0.048015418,0,0,0.100243733,-0.116968686,-0.012777417,0,0,0,0.016275425,0.054533625,-0.084572862,-0.02435551,0.053050934,-0.021914088,-0.020224295,0.099638689,-0.032853306,0.038491525,0.001131572,-0.039494324,-0.022998386,0.00161355,-0.005779112,-0.00161355,0.02430095,-0.055906857,0.029637274,-0.034025674,0.026392436,0.034025674,0.11104375,-0.01281003,-0.064248476,-0.063100861,-0.096041977,0.248727338,0.051267684,-0.092655561,-0.021014131,0.001782451,-0.039476415,0.086681118,-0.020108516,0.035251958,-0.040780835,-0.043334876,0.043874367,-0.047910853,0.211079943,-0.072134532,-0.068517898,-0.039227035,-0.031788097,0.031788097,-0.012419064,-0.027791862,0.128825166,SKM,PROT,HUMAN
10,2A5E_HUMAN,0.008975271,-0.050178184,0.207568784,0.019736183,-0.014888661,0.052092601,0.02172583,0.0249151,-0.03435852,0.03435852,-0.002815656,-0.06305206,0.292220242,0.115876817,-0.030723709,0.227009117,-0.086470563,0,0,-0.06108502,0.037856,0,-0.011941893,0.017256139,-0.014863431,0.08898655,-0.125183713,0.005775739,0.2302742,-0.02036458,-0.05311987,0.02036458,0.02775912,-0.1577845,0.088248646,0.040563046,0.075161743,-0.008521607,-0.040563046,-0.108519104,-0.02939999,-0.07871809,0.0215018,0.05560199,0.0174077,0.008812906,0.059942686,-0.166159772,0.023530042,0.047876267,-0.058920462,0.000266471,-0.03774257,0.07875939,0.1071838,-0.01600133,-0.03616536,-0.0228311,-0.1016947,0.003823331,0.03980443,-0.005241678,0.04912811,-0.0142566,0.126381198,0.013804637,-0.010355826,0.010355826,-0.082633862,-0.131955581,SKM,PROT,HUMAN
11,2AAA_HUMAN,0.089515111,-0.052771292,-0.009719258,-0.004109612,-0.091904895,0.02997914,-0.002531077,0.091177472,0.021442615,0.038623456,-0.120408239,0.001438179,0,0.180805111,0,-0.024753163,0,0,0,0,0,0.044485582,0.008172149,-0.07550202,-0.005849664,0.080211134,-0.057640733,0.035547481,0.087522475,-0.043389115,0.020817203,-0.045631831,-0.025434045,0.019823515,-0.019538712,-0.004133951,0.014385671,0.013641265,-0.002373277,0.00588603,0.039255216,-0.069794427,0.02221428,0.006988434,0.007436443,-0.022533796,0.055982206,-0.018795423,0.032129588,-0.077080348,0.011662916,-0.014822561,0.034215446,-0.01834262,0.021200698,0.012993855,-0.04454807,-0.005354964,-0.032919381,0.001951267,-0.040885968,0.058387349,0.040664663,8.20E-05,-0.000637299,-0.013575954,0.034021901,-0.021002979,-0.007864698,0.015090389,SKM,PROT,HUMAN
12,2ABA_HUMAN,0.307062424,-0.039849899,0.003229226,-0.009447395,-0.10405787,0.023044892,0.06557627,-0.027100727,0.039524892,-9.57E-05,-0.085636972,0.016384927,0,0,0,0.084175811,-0.074740113,-0.004949018,-0.079821076,0.092249521,0,0.105907192,-0.019308038,-0.163295737,0.015170958,0.06636724,-0.033566033,0.057815699,0.107038038,-0.018445532,-0.017389148,-0.002267994,-0.075396669,-0.087541792,-0.043442299,0.07582677,0.051927437,-0.000576644,-0.104009597,-0.045160426,-2.00E-05,-0.1074338,0.031607811,-0.00258661,0.086690082,0.012122582,0.05542568,-0.092364747,0.030226162,-0.063847746,-0.00294036,0.032584043,-0.04562997,-0.014280892,0.051578076,0.009615506,-0.065231228,0.050757209,-0.0700693,0.007823233,-0.061126274,0.031599677,0.13693549,0.008087624,0.006495675,0.009145466,0.076185326,-0.008832071,-0.057666493,-0.018201069,SKM,PROT,HUMAN
13,2ABD_HUMAN,-0.003941682,-0.06607189,0.2094441,0.003941682,0.1793283,-0.01568346,-0.0207416,0.878559,0.07907689,-0.01757996,0.01757996,-0.07086098,-0.087482758,-0.070617483,0.14281706,0.051479673,0,NA,NA,NA,NA,NA,0.1022841,0.05910695,-0.1958509,-0.03250219,0.04877504,0.01459498,0.3443577,0.09703333,0.1871319,-0.1114943,-0.2918999,-0.09703333,NA,NA,NA,NA,NA,NA,0.04680225,-0.08795121,-0.07614134,0.1153815,-0.0850345,0.03419975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SKM,PROT,HUMAN
14,3HIDH_HUMAN,0.042965937,0.002874896,-0.084001884,0.010093277,0.001128735,-0.003941562,0.311642164,-0.108245521,0.109054463,-0.220874128,-0.114355244,0.043817109,-0.201504665,-0.042765002,0.098714182,0.074814234,0.036254512,0,0.092643399,0,-0.232111381,0.05252234,-0.116596707,0.390115109,-0.104891529,-0.005596028,-0.015095068,0.099353043,-0.009706405,-0.120227734,-0.130594452,0.091380055,0.138096456,0.00065665,0.045962533,-0.028786459,-0.136351277,-0.002899625,0.013117454,0.109426925,-0.048694569,-0.12027878,-0.067345994,0.256103075,0.006087588,0.131389194,-0.199342666,-0.090346618,0.220002215,-0.004194169,0.015331282,0.158901804,-0.047640929,-0.04435669,0.059413649,0.033861859,-0.144866628,0.084140927,0.01353439,0.019395591,-0.090348678,-0.061704306,0.012458085,0.113799393,-0.024765488,0.062927352,0.069049186,-0.132656838,-0.133898102,0.125218682,SKM,PROT,HUMAN
15,3MG_HUMAN,-0.03884317,-0.03724521,-0.06488374,0.557472,0.1227081,0.03724521,-0.1906801,0.9577836,-0.06603198,0.2405175,0.02973856,-0.04886172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05069185,-0.06421403,0.09218721,0.07856974,-0.09275672,-0.1401323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0226287,-0.06825189,0.1799542,0.01467505,-0.00927978,0.009670165,-0.072473293,-0.148133099,0.310636261,0.191739027,-0.206449067,0.206449067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SKM,PROT,HUMAN
16,41_HUMAN,-0.130169201,-0.014147088,0.365117884,-0.232426617,0.67961615,0.005789696,-0.29447513,1.598113057,-0.266874787,-0.013595519,0.117080051,0.043908183,-0.021485327,-0.318357915,0.119787573,0,0.86407602,-0.029622855,0.219779102,-0.376517386,0.164729735,0,0.394210255,-0.064123503,-0.079795888,0.005745488,-0.36865118,0.259543331,-0.179625873,-0.008938007,0.484084735,0.351327199,-0.379254863,-0.004647674,0.432081012,-0.307925462,-0.203248097,-0.181380602,0.255912665,0.176453243,-0.270122545,0.285255152,0.006666731,-0.271651276,-0.002627963,0.329375744,-0.477822292,-0.12526758,0.327696058,0.474873994,-0.308174795,0.120643662,0.327239201,-0.133541792,-0.268473421,-0.253142688,0.263699924,0.13899597,-0.46729865,-0.07233553,0.022216356,0.274014655,0.284588821,-0.072199889,-0.372581295,-0.128615242,-0.34007417,0.152741559,0.180024513,0.49222593,SKM,PROT,HUMAN
17,4F2_HUMAN,-0.1248764,-0.1228662,0.2491346,-0.02650358,0.3067057,0.02650358,-0.1377676,0.3471089,-0.1904345,0.008253243,0.1099073,-0.02328609,0.092815678,-0.064141378,-0.110406204,0.086213338,0.187893655,-0.1456361,0.1385841,-0.02084279,0,0,0.058735597,0.053935822,0.13223956,-0.114589477,0.006469062,-0.143651585,0.09233395,0.07969825,0.2900347,-0.07969825,-0.3985424,-0.2422276,-0.014129137,0.018333221,-0.158683168,0.095143505,-0.110209419,0.010941547,-0.0676588,-0.05461701,0.05949202,0.1200007,-0.05671585,-0.0579063,NA,NA,NA,NA,NA,NA,0.06943448,0.02098303,-0.01916097,-0.0654732,0.01421254,0.07004575,-0.2975609,-9.57E-05,-0.09493809,0.4232799,0.01042581,-0.01967104,0.011356943,-0.11335407,-0.244062722,0.187845481,0.127484694,0.077785224,SKM,PROT,HUMAN
18,5NT1A_HUMAN,0.06137541,-0.134118678,0.484519995,-0.482276931,0.594741323,-0.090667783,-0.025784767,0.007237204,-0.280848772,0.122227884,0.657564712,-0.112342595,0.072995197,0,-0.211039379,0.18833164,-0.068386118,0.404761538,-0.258396905,0,0,0,0.339872136,-0.273448255,0.281998837,-0.353559349,0.298833369,-0.308679346,-0.127586886,0.804620987,-0.089230638,0.0580239,0.204351781,-0.200903609,-0.107658286,0.081305728,0.695821908,-0.180913531,0.142925348,-0.201159108,0.064407588,0.24356242,-0.132753089,-0.223845497,0.224747231,-0.177760488,-0.336966656,0.181088112,-0.057479626,0.46100885,0.057479626,-0.328996223,0.031154755,0.126949442,-0.026142358,0.040647544,-0.088465747,-0.394395199,-0.305358141,0.051430033,0.143901354,-0.02833394,0.08962555,-0.174696804,0.470656613,-0.042158584,-0.263596287,0.035058359,0.571555782,-0.217704535,SKM,PROT,HUMAN
19,5NT3A_HUMAN,-0.016718038,-0.015324977,-0.009376396,0.016935689,0.009596288,0.023532714,0.261230072,-0.156509205,0.046004063,-0.170912741,-0.063552934,0.119637433,0,-0.087502734,0.055090952,-0.156279413,0.01067891,-0.088087778,0,0.138621334,-0.006335473,0.126418123,0.059531513,-0.072509441,0.047102438,-0.103652682,-0.019217627,0.056992059,-0.081848996,0.014227274,-0.178034624,0.102745048,0.125755586,-0.037555463,-0.106980344,0.228034039,0.015687785,0.031859881,-0.045615541,-0.007081068,0.044451051,-0.056649495,0.031978415,-0.049806057,0.087764064,-0.054574949,0.048989952,-0.169533818,0.041574026,-0.069604459,0.048085833,0.001919822,-0.058989503,0.077062098,0.119700548,-0.030652762,-0.076073535,0.048047187,-0.026991692,-0.120352696,-0.187856026,0.128740407,0.06854696,0.042772661,0.088432831,0.032506273,0.009264615,-0.206387999,-0.119152349,0.127087336,SKM,PROT,HUMAN
20,5NTC_HUMAN,0.027031856,-0.027031856,-0.273903626,0.05755267,-0.2896115,0.11722602,0.04012429,-0.05494504,-0.0394303,0.2737573,-0.5807889,-0.1158731,-0.027868738,0.099560172,0,-0.117410411,0,-0.05066343,0.2777493,-0.2750002,0,0.1080124,0.082312032,-0.082312032,-0.191968369,0.291034427,-0.356412079,0.496246451,0.2738107,-0.5602908,0.1335345,-0.2474276,-0.1162869,0.1389987,-0.02627631,0.08931694,-0.1545961,-0.05908916,0.2298581,-0.1992154,-0.04592074,-0.2702704,0.1199251,0.1585392,-0.47943,0.06552261,0.370605299,-0.471071467,0.161285142,-0.503330262,-0.023704792,-0.003156758,0.2586773,-0.1533365,-0.1318796,-0.05141087,-0.005156482,0.275767,-0.120236833,-0.181774568,-0.213439758,0.154554281,0.129307491,0.021339573,-0.256050277,0.046349335,0.233115014,0.010811404,-0.177172832,0.09924138,SKM,PROT,HUMAN
21,5NTD_HUMAN,-0.05926297,0.1818606,0.04312189,-0.07313491,-0.1969515,0.1131287,-0.2795407,0.1253648,-0.03640105,0.2185499,-0.01678062,0.1962911,0.196644986,-0.592256049,0.055321333,0,0,-0.2413498,0.2288511,0,-0.0985902,0.3753794,0.1232376,0.5213215,-0.26439,0.2353532,-0.3686946,-0.122764,0.2476126,-0.06586408,0.7681829,-0.06396163,-0.08960241,-0.001867764,-0.261113538,0.086553528,-0.132862642,0.011168043,0.224117612,0.001644701,0.8414437,-0.08351175,0.3947811,-0.02173411,-0.1366113,0.02173411,-0.313895202,-0.060041279,-0.060426539,0.342435577,-0.075801056,0.139832402,NA,NA,NA,NA,NA,NA,-0.025928873,-0.122267215,0.169277219,0.330452073,-0.293091945,0.013712486,-0.070728788,-0.231596937,-0.038636652,0.498324334,0.43675629,-0.023906706,SKM,PROT,HUMAN
22,6PGD_HUMAN,-0.073193092,-0.017369686,0.152668624,-0.177156488,0.189872985,0.021992582,-0.219647145,0.856396255,-0.134767992,0.107541335,-0.130205621,0.118576582,-0.016667505,0,0,0,0.020791783,-0.030200546,0,0,0,0.03712636,0.185316834,-0.105443149,-0.107968715,0.060794724,-0.294605161,0.097280215,-0.025157793,-0.165782682,0.214778379,0.064469959,-0.304309185,0.065948951,-0.012225585,-0.056780021,-0.14422227,0.13533628,-0.057822564,0.208183596,0.022701454,-0.108215362,0.046193123,-0.022871015,-0.06157119,0.13613385,-0.130953371,-0.311613192,0.222923083,0.129329065,-0.133483688,0.124913723,0.182143051,-0.026786098,-0.036205682,-0.100091198,-0.063419248,0.254647348,-0.019284279,-0.05130894,-0.110910808,0.058417751,0.151538859,0.09500745,0.068112479,-0.136825774,-0.004333676,-0.000213187,-0.062825208,0.345053763,SKM,PROT,HUMAN
23,6PGL_HUMAN,-0.019192664,-0.016304418,0.124182526,-0.16378316,0.222134001,-0.055200913,-0.132395295,0.846086584,-0.121918182,0.081389951,-0.053126412,0.004447611,0,0,0,-0.241885081,0.179930117,-0.137182568,0.0009958,0,-0.021821034,0.066770036,0.189801405,-0.089276149,-0.099029811,0.111979867,-0.189801405,0.206328966,0.053659894,-0.035895819,0.026643792,0.058761111,-0.187695416,0.023728577,0.096039683,-0.003836874,-0.140364217,-0.276436644,0.025822764,0.076841668,0.081831456,-0.057701196,-0.027681431,0.028060238,-0.038051581,-0.017515329,-0.003828782,-0.064461816,0.144058908,0.043124099,-0.055790138,0.062992912,0.047676826,-0.007854148,-0.045292161,0.008469893,-0.139783629,0.122462077,-0.063467676,-0.1648829,-0.028904588,0.003348334,0.07319847,0.170402633,-0.030330356,0.001957357,-0.085171594,0.037528193,-0.077723892,0.098968737,SKM,PROT,HUMAN
24,A16A1_HUMAN,0.214847268,-0.235626882,0.351417369,-0.198545575,0.731427058,-0.610333156,-0.242989287,0.65291965,-0.083352008,0.022571516,0.196375236,-0.231786018,0,-0.406279226,0.193268245,0.210492648,-0.337932752,0.104218056,-0.0266186,0,0.138551261,-0.336579834,0.183019666,0.137568058,-0.013703278,0.006297655,-0.131989462,-0.345255097,0.161538963,0.123461686,0.303572639,-0.02826075,-0.213293108,-0.516578948,0.043258718,-0.010771607,-0.00840905,0.011163167,0.014210082,-0.26875136,-0.021906515,-0.044212967,0.136849406,-0.036795837,0.10833275,-0.195216084,0.020245242,0.015906798,0.158537021,0.164621875,-0.188204843,-0.220463687,0.04784292,-0.09702542,-0.193382,0.03516802,0.01131054,-0.1108817,-0.154778193,0.145472544,-0.144545093,0.360791825,0.158067689,-0.157892446,-0.060119234,-0.196122349,-0.058667171,0.075749052,0.130394126,-0.051072009,SKM,PROT,HUMAN
25,A1AG1_HUMAN,-0.158866227,-0.076473642,0.443486502,-0.243619454,0.871657444,0.033658687,-0.300704307,0.9565037,-0.050915633,0.326131758,0.018307988,-0.08239078,0.294824409,-0.325557516,0,-0.427112897,0.227454385,0.040275264,0.000909666,-0.189205656,0,-0.220738447,0.603891974,0.083898285,-0.091109631,0.18086141,-0.388927651,-0.280674073,-0.012278055,0.201573816,0.470460872,0.039799126,-0.344680967,-0.549442366,-0.180753029,0.00194985,-0.045041934,0.105062454,0.611792673,-0.081121502,0.074323823,-0.119270557,0.015911713,0.255419402,-0.126784522,-0.006084331,-0.479900524,0.151848141,0.433779785,0.457356769,-0.19375217,-0.227084094,0.082369286,0.078591585,-0.409660902,-0.001092347,0.017278658,-0.083763444,-0.27331435,-0.39006375,-0.020520713,0.508955992,1.300900768,0.040547947,-0.218047819,0.081138939,-0.331895463,0.469993636,-0.027776684,0.143067104,SKM,PROT,HUMAN
26,A1AG2_HUMAN,-0.171676192,-0.107250826,0.426376756,-0.360225251,0.324796215,0.095023299,-0.538492778,1.166330072,-0.505501935,0.271784801,0.171133935,-0.168207259,-0.055516824,0,0.049200749,-0.466671921,0.605364383,-0.254991395,0,0.217982736,0,0,0.961564803,-0.451017024,-0.0246427,0.423752446,-0.419841019,-0.00072853,-0.01952372,0.08221314,0.4580142,0.1077563,-0.6854036,-0.2815505,0.269067573,-0.383246826,-0.403334124,0.163192911,0.38063278,-0.110743381,-0.1484776,0.04401142,-0.07045407,0.1308357,-0.002887051,0.07285307,-0.338965535,0.006703313,0.409682803,0.425568922,-0.077952123,-0.007050473,0.153253132,-0.028677985,-0.405755938,0.345708957,-0.076448547,0.002224183,-0.472538429,-0.185689987,-0.214304967,0.385854016,0.897316256,0.214304967,-0.05985005,-0.105097499,-0.280474912,0.358958841,0.066362599,0.075710293,SKM,PROT,HUMAN
27,A1AT_HUMAN,-0.204103575,-0.026917552,0.621236841,-0.55168128,0.809714001,0.012695756,-0.742651113,1.215518541,-0.333736989,0.16584506,0.047707703,-0.027997575,0,0,0,-0.000979996,0.249147793,-0.049197743,0.118986684,-0.195103584,0,0.050614117,0.471907684,0.047703447,-0.324927312,-0.014706136,-0.298853941,0.301087394,-0.018506282,0.09953838,0.42752345,-0.12294267,-0.533970425,0.079407688,-0.062448329,-0.232469362,-0.33574552,0.173992658,0.232199698,0.113848156,-0.143815405,-0.058018095,0.147780849,0.118731649,-0.199893805,0.183591248,-0.701624266,-0.052110978,0.387131482,0.291594385,-0.119929518,0.022612668,0.382431502,0.004037713,-0.300182948,-0.18912986,0.000731817,0.139146235,-0.248212985,-0.315956193,-0.256389567,0.385833516,0.422287185,0.206937881,-0.131841495,-0.189256004,-0.362517703,0.404931351,0.086152853,0.401634313,SKM,PROT,HUMAN
28,A1BG_HUMAN,-0.150736633,-0.027671777,0.075954511,-0.400967186,0.326458063,0.042299848,-0.344055139,0.817988062,-0.178616638,0.072259065,0.098816596,-0.064978899,0.172112333,-0.139318094,0,-0.107030141,0.136231526,-0.031443659,0.120474226,-0.00304794,-0.054560589,0.215510505,0.285993659,0.01412336,-0.319303934,-0.033756841,-0.139330407,0.122828618,0.013331129,0.116901675,0.445425108,-0.035006027,-0.274631266,-0.040663793,0.054746418,-0.210899728,-0.195637206,0.039191627,0.114900154,0.047226763,-0.205724832,0.009394225,0.072298675,0.131982099,-0.10150672,0.04463872,-0.148751133,-0.033650426,0.311734698,0.285049052,-0.127928676,0.000932457,0.291742097,-0.015789853,-0.219757178,-0.141772302,0.169615731,0.162029731,-0.210878211,-0.144026127,-0.015527986,0.369026693,0.077786031,0.05617236,-0.18495037,-0.231512465,-0.212597248,0.443925846,0.122045908,0.328326181,SKM,PROT,HUMAN
29,A2AP_HUMAN,-0.238831867,0.037292771,0.603209267,-0.363628287,0.910259305,-0.100553316,-0.45773488,1.042675429,-0.330165053,0.006182299,0.074225848,0.051205956,0.226762564,-0.024539442,-0.141201344,0,0,0,0.198394284,0,-0.071206955,-0.020352922,0.409545701,-0.060193847,-0.221617189,-0.001616003,-0.108819602,0.210334066,-0.053307565,0.068470016,0.586299487,0.021974677,-0.164489455,-0.043120702,0.257864901,-0.185379617,-0.261429127,-0.140534899,0.113302907,0.140258862,-0.131202589,0.07731575,0.015220163,-0.000325869,-0.031147078,0.236302291,-0.284499139,-0.156287842,0.196975268,0.388645014,0.004303752,0.034229952,0.550674192,-0.099635657,-0.291903906,-0.04366369,0.08423087,0.18377525,-0.293001641,-0.314134303,-0.107013734,0.526562879,0.209680651,0.111265128,-0.103062913,-0.242237919,-0.189903255,0.186165219,0.107780836,0.484858111,SKM,PROT,HUMAN
