 Name,Label,sex,Group,,CT,CT_ Mean,CT_ SD,Delta_CT,Delta_CT_mean,Delta_CT_SE,Level,Fold,Tissue
Mito DLoop,90266,F,Ctrl,5,22.37695122,22.56758499,0.269595534,-7.808706284,-7.74503994,0.063666344,214.5306455,0.480721925,AORTA
Mito DLoop,90217,M,Ctrl,6,19.67085266,19.66829872,0.003611816,-7.882184982,-7.802392006,0.079792976,223.2307569,0.424277426,AORTA
Mito DLoop,90229,M,Ctrl,7,17.25523758,17.20761681,0.067345947,-10.14211082,-10.12368965,0.018421173,1115.666138,2.120460296,AORTA
Mito DLoop,90237,M,Ctrl,9,19.43996811,19.45903397,0.026961844,-9.075798035,-8.976587296,0.099210739,503.7580911,0.957454022,AORTA
Mito DLoop,90239,M,Ctrl,10,19.94242287,19.9563942,0.019758442,-8.027917862,-8.032974243,0.005056381,261.9185161,0.497808256,AORTA
Mito DLoop,90559,F,1w,11,15.92650127,15.88441658,0.059517421,-10.33139896,-10.38689995,0.055500507,1338.9626,3.000357721,AORTA
Mito DLoop,90560,F,1w,12,15.67449188,15.75277328,0.110707298,-10.50213051,-10.52770996,0.025579929,1476.238352,3.307966286,AORTA
Mito DLoop,90564,F,1w,13,15.16756058,15.20230961,0.049142551,-10.59949112,-10.66334915,0.063858032,1621.765095,3.634063734,AORTA
Mito DLoop,90567,F,1w,14,15.41452217,15.48146248,0.094667889,-10.35388565,-10.25547028,0.098415375,1222.374194,2.739105522,AORTA
Mito DLoop,90571,F,1w,15,15.48029232,15.4971199,0.023798471,-10.28419971,-10.33571434,0.051515102,1292.290177,2.895773796,AORTA
Mito DLoop,90421,M,1w,16,18.59660721,18.68733025,0.128301755,-9.9804039,-10.08781624,0.107412338,1088.266545,2.06838401,AORTA
Mito DLoop,90422,M,1w,17,19.37945366,19.32314873,0.079627201,-8.760787964,-8.855669975,0.094882011,463.2573241,0.880477348,AORTA
Mito DLoop,90423,M,1w,18,20.95664406,20.78440094,0.243588552,-8.893539429,-8.89968586,0.006146431,477.6088832,0.907754246,AORTA
Mito DLoop,90426,M,1w,19,19.57814407,19.73471832,0.221428081,-8.303260803,-8.158471107,0.144789696,285.7225531,0.543050747,AORTA
Mito DLoop,90251,F,8w,21,19.99472046,19.97701263,0.025041297,-7.657777786,-7.651071548,0.006706238,201.0027666,0.45040855,AORTA
Mito DLoop,90254,F,8w,22,20.00660133,20.04336929,0.051996399,-8.997932434,-8.809685707,0.188246727,448.7243635,1.005505015,AORTA
Mito DLoop,90259,F,8w,24,18.59881592,18.49827194,0.142192006,-10.53754616,-10.43212318,0.105422974,1381.598958,3.095897601,AORTA
Mito DLoop,90267,F,8w,25,19.30753899,19.39469719,0.123260312,-9.394268036,-9.461736679,0.067468643,705.1257123,1.580051135,AORTA
Mito DLoop,90218,M,8w,26,22.06649208,22.15891266,0.13070108,-6.5890522,-6.529999733,0.059052467,92.41145141,0.175639295,AORTA
Mito DLoop,90222,M,8w,27,19.05598831,19.03833961,0.024959026,-8.640621185,-8.654231071,0.013609886,402.8868959,0.765735947,AORTA
Mito DLoop,90223,M,8w,28,19.8616333,19.94710541,0.120874465,-7.959623337,-7.942351341,0.017271996,245.9721798,0.467500288,AORTA
Mito DLoop,90225,M,8w,29,23.57700729,23.5206871,0.079650126,-7.335187912,-7.414506912,0.079319,170.6039113,0.324253653,AORTA
Mito DLoop,90227,M,8w,30,16.19403458,16.20727158,0.018719945,-9.693096161,-9.738438606,0.045342445,854.2050437,1.623521427,AORTA
Mito DLoop,90248,F,Ctrl,2,17.85748482,17.91282845,0.078267708,-9.184772491,-9.129096985,0.055675507,559.927794,1.25469052,COLON
Mito DLoop,90252,F,Ctrl,3,17.40441513,17.46996689,0.092705533,-8.67291832,-8.761795998,0.088877678,434.0736379,0.972675556,COLON
Mito DLoop,90265,F,Ctrl,4,19.24900818,19.26780701,0.026585558,-9.139577866,-9.171273232,0.031695366,576.5385362,1.291911999,COLON
Mito DLoop,90266,F,Ctrl,5,22.37695122,22.56758499,0.269595534,-7.808706284,-7.74503994,0.063666344,214.5306455,0.480721925,COLON
Mito DLoop,90217,M,Ctrl,6,19.67085266,19.66829872,0.003611816,-7.882184982,-7.802392006,0.079792976,223.2307569,0.424277426,COLON
Mito DLoop,90229,M,Ctrl,7,17.25523758,17.20761681,0.067345947,-10.14211082,-10.12368965,0.018421173,1115.666138,2.120460296,COLON
Mito DLoop,90237,M,Ctrl,9,19.43996811,19.45903397,0.026961844,-9.075798035,-8.976587296,0.099210739,503.7580911,0.957454022,COLON
Mito DLoop,90239,M,Ctrl,10,19.94242287,19.9563942,0.019758442,-8.027917862,-8.032974243,0.005056381,261.9185161,0.497808256,COLON
Mito DLoop,90559,F,1w,11,15.92650127,15.88441658,0.059517421,-10.33139896,-10.38689995,0.055500507,1338.9626,3.000357721,COLON
Mito DLoop,90560,F,1w,12,15.67449188,15.75277328,0.110707298,-10.50213051,-10.52770996,0.025579929,1476.238352,3.307966286,COLON
Mito DLoop,90564,F,1w,13,15.16756058,15.20230961,0.049142551,-10.59949112,-10.66334915,0.063858032,1621.765095,3.634063734,COLON
Mito DLoop,90567,F,1w,14,15.41452217,15.48146248,0.094667889,-10.35388565,-10.25547028,0.098415375,1222.374194,2.739105522,COLON
Mito DLoop,90571,F,1w,15,15.48029232,15.4971199,0.023798471,-10.28419971,-10.33571434,0.051515102,1292.290177,2.895773796,COLON
Mito DLoop,90421,M,1w,16,18.59660721,18.68733025,0.128301755,-9.9804039,-10.08781624,0.107412338,1088.266545,2.06838401,COLON
Mito DLoop,90422,M,1w,17,19.37945366,19.32314873,0.079627201,-8.760787964,-8.855669975,0.094882011,463.2573241,0.880477348,COLON
Mito DLoop,90423,M,1w,18,20.95664406,20.78440094,0.243588552,-8.893539429,-8.89968586,0.006146431,477.6088832,0.907754246,COLON
Mito DLoop,90426,M,1w,19,19.57814407,19.73471832,0.221428081,-8.303260803,-8.158471107,0.144789696,285.7225531,0.543050747,COLON
Mito DLoop,90251,F,8w,21,19.99472046,19.97701263,0.025041297,-7.657777786,-7.651071548,0.006706238,201.0027666,0.45040855,COLON
Mito DLoop,90254,F,8w,22,20.00660133,20.04336929,0.051996399,-8.997932434,-8.809685707,0.188246727,448.7243635,1.005505015,COLON
Mito DLoop,90259,F,8w,24,18.59881592,18.49827194,0.142192006,-10.53754616,-10.43212318,0.105422974,1381.598958,3.095897601,COLON
Mito DLoop,90267,F,8w,25,19.30753899,19.39469719,0.123260312,-9.394268036,-9.461736679,0.067468643,705.1257123,1.580051135,COLON
Mito DLoop,90218,M,8w,26,22.06649208,22.15891266,0.13070108,-6.5890522,-6.529999733,0.059052467,92.41145141,0.175639295,COLON
Mito DLoop,90222,M,8w,27,19.05598831,19.03833961,0.024959026,-8.640621185,-8.654231071,0.013609886,402.8868959,0.765735947,COLON
Mito DLoop,90223,M,8w,28,19.8616333,19.94710541,0.120874465,-7.959623337,-7.942351341,0.017271996,245.9721798,0.467500288,COLON
Mito DLoop,90225,M,8w,29,23.57700729,23.5206871,0.079650126,-7.335187912,-7.414506912,0.079319,170.6039113,0.324253653,COLON
Mito DLoop,90227,M,8w,30,16.19403458,16.20727158,0.018719945,-9.693096161,-9.738438606,0.045342445,854.2050437,1.623521427,COLON
Mito DLoop,90245,F,Ctrl,1,16.25776672,16.20040703,0.081118859,-9.640474319,-9.648855209,0.00838089,802.7768533,0.956742799,KIDNEY
Mito DLoop,90248,F,Ctrl,2,15.88166428,15.89589024,0.020118546,-9.549787521,-9.673750877,0.123963356,816.7500781,0.973395972,KIDNEY
Mito DLoop,90252,F,Ctrl,3,15.86640644,15.94893837,0.116718449,-9.722281456,-9.666835785,0.055445194,812.8446178,0.968741477,KIDNEY
Mito DLoop,90265,F,Ctrl,4,15.83322048,15.82956886,0.005164844,-10.02914333,-10.0135746,0.015568256,1033.680488,1.231931836,KIDNEY
Mito DLoop,90266,F,Ctrl,5,16.44984436,16.41535187,0.048779752,-9.473249435,-9.510392189,0.037142754,729.3119328,0.869187916,KIDNEY
Mito DLoop,90217,M,Ctrl,6,15.91640282,15.9491148,0.046261728,-10.00945091,-9.954173088,0.055277824,991.9840324,1.01506147,KIDNEY
Mito DLoop,90229,M,Ctrl,7,15.94422054,15.95823479,0.019819809,-9.998053551,-9.936220169,0.061833858,979.7162566,1.002508297,KIDNEY
Mito DLoop,90232,M,Ctrl,8,15.9127655,15.96297836,0.071011707,-9.802265167,-9.784937859,0.017327309,882.1852682,0.902708356,KIDNEY
Mito DLoop,90237,M,Ctrl,9,16.06770897,15.94875526,0.168225273,-9.883979797,-10.02643967,0.142459393,1042.939436,1.067202296,KIDNEY
Mito DLoop,90239,M,Ctrl,10,16.03580856,16.08485413,0.069362246,-10.07657433,-9.950555801,0.126018524,989.4999344,1.012519582,KIDNEY
Mito DLoop,90559,F,1w,11,16.09019661,16.10982704,0.027761623,-9.621517181,-9.666766167,0.045248985,812.8053944,0.968694731,KIDNEY
Mito DLoop,90560,F,1w,12,15.78073692,15.86607933,0.120693065,-10.11890411,-10.05046082,0.068443775,1060.449949,1.263835459,KIDNEY
Mito DLoop,90564,F,1w,13,16.05416489,16.01629257,0.05356089,-9.399087906,-9.521224022,0.122136116,734.808254,0.875738386,KIDNEY
Mito DLoop,90567,F,1w,14,15.90445805,15.89920425,0.007429983,-10.04579639,-9.998990059,0.046806335,1023.283412,1.219540688,KIDNEY
Mito DLoop,90571,F,1w,15,15.92889023,15.87056541,0.082483068,-9.817817688,-9.903833389,0.086016178,957.9678238,1.141698111,KIDNEY
Mito DLoop,90421,M,1w,16,16.07542801,16.1089592,0.047420263,-10.04196167,-10.06668854,0.024726868,1072.44544,1.097394725,KIDNEY
Mito DLoop,90422,M,1w,17,16.43437004,16.38742447,0.066391066,-9.581661224,-9.604795456,0.023134232,778.6307202,0.796744723,KIDNEY
Mito DLoop,90423,M,1w,18,16.1391964,16.20357895,0.091049328,-9.931762695,-9.920041084,0.011721611,968.7906185,0.991328486,KIDNEY
Mito DLoop,90426,M,1w,19,16.14846802,16.14450836,0.005599799,-9.712621689,-9.772195816,0.059574127,874.428017,0.894770641,KIDNEY
Mito DLoop,90430,M,1w,20,16.32913399,16.38492203,0.078894854,-9.689731598,-9.584400177,0.105331421,767.7007126,0.785560441,KIDNEY
Mito DLoop,90251,F,8w,21,15.66987991,15.69063663,0.029354436,-10.04844284,-9.915488243,0.132954597,965.7381388,1.150958708,KIDNEY
Mito DLoop,90254,F,8w,22,15.4026041,15.40610695,0.004953772,-10.35059071,-10.36273193,0.012141228,1316.719141,1.569254957,KIDNEY
Mito DLoop,90258,F,8w,23,15.78351974,15.83508873,0.072928883,-9.925956726,-9.859163284,0.066793919,928.7608081,1.106889432,KIDNEY
Mito DLoop,90259,F,8w,24,15.96156979,15.97883224,0.024413478,-10.00881672,-9.972055435,0.036760807,1004.356291,1.196983502,KIDNEY
Mito DLoop,90267,F,8w,25,16.92635918,16.4481163,0.67633754,-9.849405289,-9.874842644,0.025437355,938.9097268,1.118984829,KIDNEY
Mito DLoop,90218,M,8w,26,15.84003448,15.91491127,0.105892442,-9.718584061,-9.700616837,0.017967701,832.1021502,0.851460108,KIDNEY
Mito DLoop,90222,M,8w,27,16.05076027,16.10489082,0.076552168,-9.792854309,-9.769099236,0.023755074,872.5531697,0.892852177,KIDNEY
Mito DLoop,90223,M,8w,28,16.21595764,16.17045212,0.064354531,-9.798192978,-9.825757027,0.027564049,907.502009,0.928614063,KIDNEY
Mito DLoop,90225,M,8w,29,15.94184113,15.8932457,0.06872499,-9.811420441,-9.86089325,0.049472332,929.8751722,0.951507714,KIDNEY
Mito DLoop,90227,M,8w,30,15.75291634,15.76377201,0.015352243,-9.960771561,-10.06714344,0.10637188,1072.783651,1.097740804,KIDNEY
Mito DLoop,90245,F,Ctrl,1,15.81453133,15.78231239,0.045565128,-9.795801163,-9.835248947,0.039448261,913.4924198,0.845987741,ADRNL
Mito DLoop,90248,F,Ctrl,2,15.60181332,15.62458229,0.032200191,-9.957676888,-10.02651691,0.068840027,1042.99528,0.965920682,ADRNL
Mito DLoop,90252,F,Ctrl,3,15.86951351,15.80470467,0.091652878,-9.776179314,-9.871511459,0.095332623,936.7442842,0.867521354,ADRNL
Mito DLoop,90265,F,Ctrl,4,15.23581409,15.24099159,0.007322762,-10.44401646,-10.50528717,0.061271191,1453.471603,1.346063888,ADRNL
Mito DLoop,90266,F,Ctrl,5,15.64334202,15.65751743,0.020047065,-10.06947422,-10.03928375,0.030190468,1052.266016,0.974506334,ADRNL
Mito DLoop,90217,M,Ctrl,6,16.87211609,16.81081772,0.086688988,-9.395223618,-9.435646057,0.04042244,692.4883822,1.065322641,ADRNL
Mito DLoop,90229,M,Ctrl,7,16.39866829,16.43451309,0.050690856,-9.275276184,-9.166694641,0.108581543,574.7117125,0.884135265,ADRNL
Mito DLoop,90232,M,Ctrl,8,16.99988747,16.99578285,0.005804801,-9.158355713,-9.153608322,0.004747391,569.5222209,0.876151762,ADRNL
Mito DLoop,90237,M,Ctrl,9,16.15599251,16.12290001,0.046799861,-9.430810928,-9.493262291,0.062451363,720.7036247,1.108728909,ADRNL
Mito DLoop,90239,M,Ctrl,10,16.77165604,16.79825211,0.037611172,-9.50633049,-9.436104774,0.070225716,692.7085998,1.065661423,ADRNL
Mito DLoop,90559,F,1w,11,15.76317692,15.74266338,0.029010519,-9.736197472,-9.767043114,0.030845642,871.310497,0.806922951,ADRNL
Mito DLoop,90560,F,1w,12,15.89591217,15.99920559,0.146078959,-9.930801392,-9.844115257,0.086686134,919.123718,0.851202901,ADRNL
Mito DLoop,90564,F,1w,13,16.09000397,16.09475708,0.006723265,-9.547864914,-9.581828117,0.033963203,766.3332629,0.709703257,ADRNL
Mito DLoop,90567,F,1w,14,15.76431751,15.75689888,0.01049153,-9.870520592,-9.837909698,0.032610893,915.1787214,0.847549429,ADRNL
Mito DLoop,90571,F,1w,15,14.94705677,14.95657539,0.013462041,-10.75160694,-10.79941368,0.047807217,1782.163126,1.650465975,ADRNL
Mito DLoop,90421,M,1w,16,16.84209442,16.88978958,0.067451142,-9.309638977,-9.243565559,0.066073418,606.1645027,0.93252217,ADRNL
Mito DLoop,90422,M,1w,17,16.26058006,16.20645332,0.076546766,-9.578601837,-9.617619514,0.039017677,785.5827901,1.208538878,ADRNL
Mito DLoop,90423,M,1w,18,16.80494499,16.83985329,0.049367785,-9.456949234,-9.309037209,0.147912025,634.3068925,0.975816362,ADRNL
Mito DLoop,90426,M,1w,19,15.77135277,15.74578953,0.036151882,-9.94606781,-10.02868366,0.082615852,1044.562906,1.606953333,ADRNL
Mito DLoop,90430,M,1w,20,16.3082962,16.30242348,0.00830529,-9.642353058,-9.550110817,0.092242241,749.6694581,1.153289885,ADRNL
Mito DLoop,90251,F,8w,21,16.15322495,16.17064285,0.024633991,-10.0446167,-9.93972683,0.10488987,982.1004825,0.909525849,ADRNL
Mito DLoop,90254,F,8w,22,15.79402924,15.78365326,0.014673172,-10.04232216,-10.08687401,0.044551373,1087.556026,1.007188506,ADRNL
Mito DLoop,90258,F,8w,23,16.38518715,16.34168434,0.06152226,-9.76089859,-9.778985977,0.018087387,878.5532837,0.813630515,ADRNL
Mito DLoop,90259,F,8w,24,15.97209072,15.93255424,0.05591302,-9.703860283,-9.720915794,0.017055511,843.8927182,0.781531274,ADRNL
Mito DLoop,90267,F,8w,25,15.95572376,15.9673748,0.016476383,-10.05790234,-10.07143021,0.013528347,1075.976017,0.99646423,ADRNL
Mito DLoop,90218,M,8w,26,16.25861931,16.30158615,0.060765639,-9.597549438,-9.606204033,0.008654594,779.3913085,1.199013916,ADRNL
Mito DLoop,90222,M,8w,27,16.98392677,16.92319298,0.085890554,-9.108182907,-9.181056976,0.072874069,580.461663,0.892980976,ADRNL
Mito DLoop,90223,M,8w,28,16.3841095,16.42178154,0.053276315,-9.610191345,-9.556707382,0.053483963,753.1050882,1.158575251,ADRNL
Mito DLoop,90225,M,8w,29,16.43189621,16.40616035,0.036395997,-9.776874542,-9.736192703,0.040681839,852.8763019,1.312063072,ADRNL
Mito DLoop,90227,M,8w,30,16.10678291,16.06476212,0.059427731,-9.659261703,-9.773111343,0.11384964,874.9831009,1.346072124,ADRNL
Mito DLoop,90245,F,Ctrl,1,19.21307182,19.2046051,0.011975099,-6.692596436,-6.649400711,0.043195724,100.3850564,1.075572551,SPLEEN
Mito DLoop,90248,F,Ctrl,2,19.03131104,19.10987091,0.111101791,-6.639072418,-6.680071831,0.040999413,102.5420497,1.098683588,SPLEEN
Mito DLoop,90252,F,Ctrl,3,18.70230293,18.71040726,0.011462594,-6.422456741,-6.457192421,0.03473568,87.86352171,0.941410959,SPLEEN
Mito DLoop,90265,F,Ctrl,4,19.37276649,19.32273483,0.070754103,-6.34570694,-6.474555969,0.12884903,88.9273919,0.952809763,SPLEEN
Mito DLoop,90266,F,Ctrl,5,19.10159492,19.11733246,0.022254884,-6.495662689,-6.441959381,0.053703308,86.94067437,0.93152314,SPLEEN
Mito DLoop,90217,M,Ctrl,6,19.29226875,19.28039169,0.016796699,-6.615709305,-6.633168221,0.017458916,99.26190383,1.068036444,SPLEEN
Mito DLoop,90229,M,Ctrl,7,19.16940498,19.18588257,0.023301475,-6.605571747,-6.459766388,0.145805359,88.02042228,0.947080553,SPLEEN
Mito DLoop,90232,M,Ctrl,8,19.03497124,18.97845459,0.079925261,-6.465719223,-6.471552849,0.005833626,88.74247278,0.954849659,SPLEEN
Mito DLoop,90237,M,Ctrl,9,19.40169907,19.388834,0.018193951,-6.441524506,-6.466547012,0.025022507,88.43508938,0.951542281,SPLEEN
Mito DLoop,90239,M,Ctrl,10,19.06350327,19.11907959,0.078595445,-6.780735016,-6.647221565,0.133513451,100.2335423,1.078491062,SPLEEN
Mito DLoop,90559,F,1w,11,18.86499596,18.87844849,0.01902475,-6.431882858,-6.451771736,0.019888878,87.53400868,0.937880402,SPLEEN
Mito DLoop,90560,F,1w,12,19.18263435,19.29273415,0.155704618,-6.602781296,-6.564359665,0.038421631,94.63878618,1.014004318,SPLEEN
Mito DLoop,90564,F,1w,13,19.0877285,19.07295036,0.020899443,-6.337579727,-6.414340019,0.076760292,85.29208836,0.913859416,SPLEEN
Mito DLoop,90567,F,1w,14,18.9943409,19.0241909,0.042214282,-6.398233414,-6.326622963,0.071610451,80.26076283,0.859951436,SPLEEN
Mito DLoop,90571,F,1w,15,19.24445343,19.21455002,0.042288464,-6.411420822,-6.502721786,0.091300964,90.68058458,0.971594291,SPLEEN
Mito DLoop,90421,M,1w,16,18.89059448,18.9601841,0.098414578,-6.674613953,-6.510416031,0.164197922,91.16549818,0.980920884,SPLEEN
Mito DLoop,90422,M,1w,17,19.09771347,19.0594902,0.054057211,-6.189777374,-6.232100487,0.042323112,75.17080178,0.808821438,SPLEEN
Mito DLoop,90423,M,1w,18,19.39606094,19.40383911,0.011001339,-6.255174637,-6.155058861,0.100115776,71.26189093,0.76676241,SPLEEN
Mito DLoop,90426,M,1w,19,19.31595421,19.33324814,0.024457311,-6.216564178,-6.311178207,0.094614029,79.40611501,0.854392485,SPLEEN
Mito DLoop,90430,M,1w,20,19.18889236,19.13390541,0.077763297,-6.350049973,-6.32389164,0.026158333,80.10895617,0.861954903,SPLEEN
Mito DLoop,90251,F,8w,21,19.02869987,19.04906464,0.028801471,-6.608179092,-6.524273872,0.08390522,92.04540978,0.986217668,SPLEEN
Mito DLoop,90254,F,8w,22,18.91882133,18.8720932,0.066083558,-6.57507515,-6.661997795,0.086922646,101.2654198,1.085005177,SPLEEN
Mito DLoop,90258,F,8w,23,19.33082581,19.3695488,0.05476258,-6.930753708,-6.879000664,0.051753044,117.7024601,1.261119332,SPLEEN
Mito DLoop,90259,F,8w,24,19.11805916,19.19829369,0.113468759,-6.639507294,-6.560329437,0.079177856,94.37477779,1.011175609,SPLEEN
Mito DLoop,90267,F,8w,25,19.61808586,19.55940628,0.082984112,-6.314460754,-6.38915062,0.074689865,83.81581712,0.898041954,SPLEEN
Mito DLoop,90218,M,8w,26,19.14904594,19.13786125,0.015817543,-6.755657196,-6.758685112,0.003027916,108.2846632,1.165119367,SPLEEN
Mito DLoop,90222,M,8w,27,19.16456795,19.0880928,0.108152188,-6.601133347,-6.674859047,0.0737257,102.1722106,1.09935071,SPLEEN
Mito DLoop,90223,M,8w,28,19.11121941,19.057724,0.075655282,-6.642269135,-6.699548721,0.057279587,103.9357903,1.118326443,SPLEEN
Mito DLoop,90225,M,8w,29,19.19822693,19.16397858,0.048434485,-6.557605743,-6.584118843,0.0265131,95.94387764,1.032335205,SPLEEN
Mito DLoop,90227,M,8w,30,18.93972015,18.97202682,0.045687184,-6.711454391,-6.797541618,0.086087227,111.240754,1.19692626,SPLEEN
Mito Dloop,90245,F,Ctrl,1,21.8992424,21.96772003,0.09684334,-6.22269249,-6.096152306,0.126540184,68.4108052,0.853457924,WAT-SC
Mito Dloop,90248,F,Ctrl,2,21.8916111,22.0518837,0.226659685,-6.402276993,-6.484132767,0.081855774,89.51966713,1.116801199,WAT-SC
Mito Dloop,90252,F,Ctrl,3,19.98123169,19.96522713,0.022633869,-6.4179039,-6.284874916,0.133028984,77.97149633,0.972732176,WAT-SC
Mito Dloop,90265,F,Ctrl,4,21.4718647,21.49166679,0.028004389,-6.714487076,-6.817325592,0.102838516,112.7767288,1.406944306,WAT-SC
Mito Dloop,90266,F,Ctrl,5,23.73007202,23.70910263,0.029655198,-5.700687408,-5.703414917,0.002727509,52.10734769,0.650064396,WAT-SC
Mito Dloop,90217,M,Ctrl,6,27.16400719,27.16282654,0.001671038,-5.830541611,-5.597540855,0.233000755,48.42032492,0.318135386,WAT-SC
Mito Dloop,90229,M,Ctrl,7,21.45369339,21.46257973,0.012567178,-7.647928238,-7.533000946,0.114927292,185.2077868,1.216868139,WAT-SC
Mito Dloop,90232,M,Ctrl,8,20.94017982,20.95736504,0.024303559,-7.930395126,-7.734671593,0.195723534,212.9943857,1.399434042,WAT-SC
Mito Dloop,90237,M,Ctrl,9,20.4608326,20.41313171,0.067457885,-7.316427231,-7.494094849,0.177667618,180.279913,1.184490599,WAT-SC
Mito Dloop,90239,M,Ctrl,10,21.93335152,21.96718979,0.047853194,-7.14541626,-7.067159653,0.078256607,134.0994633,0.881071834,WAT-SC
Mito Dloop,90559,F,1w,11,22.58683968,22.51408577,0.10288956,-5.996397018,-5.957185745,0.039211273,62.12860453,0.775084428,WAT-SC
Mito Dloop,90560,F,1w,12,21.77007675,21.68919182,0.11438857,-5.881032944,-6.025849342,0.144816399,65.15704821,0.81286573,WAT-SC
Mito Dloop,90564,F,1w,13,21.65633774,21.67388153,0.024812018,-5.698101044,-5.716013908,0.017912865,52.5643916,0.65576624,WAT-SC
Mito Dloop,90567,F,1w,14,21.51543999,21.55527496,0.056336511,-6.434066772,-6.363591194,0.070475578,82.34397532,1.027280968,WAT-SC
Mito Dloop,90571,F,1w,15,18.37587357,18.36389732,0.016936963,-6.883966446,-6.987175941,0.103209496,126.867255,1.582730444,WAT-SC
Mito Dloop,90421,M,1w,16,25.69219971,25.75029755,0.082164101,-6.519065857,-6.426016808,0.093049049,85.98522098,0.564947498,WAT-SC
Mito Dloop,90422,M,1w,17,23.06108284,23.09130096,0.042733531,-6.616531372,-6.746412277,0.129880905,107.3674055,0.705434567,WAT-SC
Mito Dloop,90423,M,1w,18,19.3066349,19.38763809,0.114557154,-6.273462296,-6.28068924,0.007226944,77.74560626,0.510810873,WAT-SC
Mito Dloop,90426,M,1w,19,23.26250839,23.44996643,0.265105695,-6.535821915,-6.569293976,0.033472061,94.96302427,0.623934234,WAT-SC
Mito Dloop,90430,M,1w,20,22.96634674,22.89230347,0.104711652,-6.298252106,-6.220709801,0.077542305,74.57963342,0.490009526,WAT-SC
Mito Dloop,90251,F,8w,21,20.63084221,20.6225853,0.011678386,-6.821022034,-6.65855217,0.162469864,101.0238536,1.260321496,WAT-SC
Mito Dloop,90254,F,8w,22,20.75538254,20.64979553,0.149323925,-6.608263016,-6.604849815,0.0034132,97.33250736,1.214270164,WAT-SC
Mito Dloop,90258,F,8w,23,21.27482414,21.32269859,0.0677047,-6.705780029,-6.679286957,0.026493073,102.4862786,1.278565956,WAT-SC
Mito Dloop,90259,F,8w,24,20.13718414,20.15206528,0.021043753,-6.132156372,-6.124567032,0.00758934,69.77155256,0.870433906,WAT-SC
Mito Dloop,90267,F,8w,25,20.5970974,20.5247879,0.102261066,-6.09428215,-6.151899338,0.057617188,71.10599713,0.887081748,WAT-SC
Mito Dloop,90218,M,8w,26,24.75975609,24.90803146,0.2096944,-6.648519516,-6.481384277,0.167135239,89.34928488,0.587050361,WAT-SC
Mito Dloop,90222,M,8w,27,22.77860069,22.79482079,0.022938674,-6.443914413,-6.447780609,0.003866196,87.29218589,0.573534632,WAT-SC
Mito Dloop,90223,M,8w,28,26.93787003,26.94014549,0.003217996,-5.945213318,-5.942995071,0.002218246,61.52048925,0.404207213,WAT-SC
Mito Dloop,90225,M,8w,29,26.01986694,26.24289703,0.315413535,-6.296653748,-6.30552578,0.008872032,79.09561335,0.519680806,WAT-SC
Mito Dloop,90227,M,8w,30,23.3590126,23.51502991,0.220641792,-7.137619019,-7.0520401,0.085578918,132.7014294,0.871886351,WAT-SC
Mito DLoop,90245,F,Ctrl,1,16.12939644,16.19086266,0.086926356,-10.8542366,-10.88656902,0.03233242,1893.144769,1.195149865,BAT
Mito DLoop,90248,F,Ctrl,2,15.33792877,15.37306499,0.049690124,-10.71026039,-10.81111622,0.100855827,1796.678076,1.134250056,BAT
Mito DLoop,90252,F,Ctrl,3,15.75605392,15.6850729,0.100382328,-10.86322784,-10.88301086,0.01978302,1888.481407,1.192205865,BAT
Mito DLoop,90265,F,Ctrl,4,15.74097252,15.72631645,0.020726809,-11.04835892,-11.07656002,0.028201103,2159.617385,1.363375093,BAT
Mito DLoop,90266,F,Ctrl,5,18.44182014,18.41055298,0.044218451,-7.429878235,-7.50932312,0.079444885,182.1929242,0.115019122,BAT
Mito DLoop,90217,M,Ctrl,6,16.35480499,16.3247509,0.042502906,-10.90298843,-10.76479626,0.138192177,1739.909144,0.998387269,BAT
Mito DLoop,90229,M,Ctrl,7,16.54444695,16.48454666,0.084710442,-10.62443733,-10.55805016,0.066387177,1507.612718,0.865091921,BAT
Mito DLoop,90232,M,Ctrl,8,16.25120354,16.31898689,0.095860139,-10.66503525,-10.60591602,0.059119225,1558.471463,0.89427547,BAT
Mito DLoop,90237,M,Ctrl,9,16.49482918,16.47347641,0.030198723,-10.68023491,-10.70186424,0.021629333,1665.643853,0.955772676,BAT
Mito DLoop,90239,M,Ctrl,10,15.46371174,15.4922657,0.040381402,-11.19961452,-11.13054562,0.069068909,2241.961232,1.286472664,BAT
Mito DLoop,90559,F,1w,11,16.62043571,16.64597702,0.03612221,-10.78034592,-10.64624691,0.134099007,1602.653592,1.011761622,BAT
Mito DLoop,90560,F,1w,12,17.54532623,17.59446526,0.06949307,-10.81176376,-10.69519234,0.116571426,1657.95868,1.046675946,BAT
Mito DLoop,90564,F,1w,13,16.81613541,16.98282242,0.235729679,-10.61684418,-10.44397259,0.17287159,1392.993285,0.879402232,BAT
Mito DLoop,90567,F,1w,14,16.61681938,16.60365677,0.018616095,-10.08641243,-10.14335537,0.05694294,1130.978172,0.713991043,BAT
Mito DLoop,90571,F,1w,15,15.59218407,15.58159256,0.014978653,-9.981685638,-9.935915947,0.045769691,979.5096849,0.618368382,BAT
Mito DLoop,90421,M,1w,16,15.95760822,15.95739365,0.000302783,-11.16426563,-11.09667778,0.067588329,2189.943267,1.256623936,BAT
Mito DLoop,90422,M,1w,17,15.51683521,15.61575603,0.139895171,-10.84343624,-10.80774403,0.035692215,1792.483379,1.028555193,BAT
