kw_p,fc_1w,fc_2w,fc_4w,fc_8w,pval_1w,pval_2w,pval_4w,pval_8w,tstat_1w,tstat_2w,tstat_4w,tstat_8w,tissue,sex,biomarker
0.0347352589447385,-0.341221999791061,NA,NA,-0.114181136815694,0.0126285373615802,NA,NA,0.466944282486437,-3.25965065154404,NA,NA,-1.09075797352814,LUNG,male,mtdna
0.513478856956096,0.203069773915094,0.161051468961768,-0.225556183959229,-0.348335787833077,0.945726961330203,0.975534697482231,0.923771691202508,0.740307016376298,0.560550908934507,0.444564178958031,-0.62262207465208,-0.961541142828521,LUNG,male,clPC1
0.258366993759633,-0.0741754515322278,-0.151629234822245,-0.15993175030622,-0.181598172742684,0.832850938124652,0.31058125459648,0.269268448710668,0.180610592526862,-0.810652924064251,-1.6571342680519,-1.74787127490719,-1.98466051365552,LUNG,male,clPC2
0.711100557406048,0.00455496220253426,0.0105698044848048,-0.0357353518978648,0.0130776616057673,0.999937642300467,0.998284256101948,0.871232425036646,0.996106446246154,0.0942328720751267,0.218667683635564,-0.739291501052977,0.270550129362746,LUNG,male,clPC3
0.463386413260758,-0.102076837245472,-0.060294972397255,0.20441017296609,0.245571361460095,0.969811003188205,0.995634241101772,0.751123383364147,0.623997982258338,-0.47176502529978,-0.278663210440547,0.944715500823936,1.13494875701845,LUNG,male,CL(72:8)>CL(18:2/18:2/18:2/18:2)
0.324867714817023,-0.0788904369227641,-0.011684405723928,0.189344494823064,0.303213545402865,0.985959253607111,0.999991953753692,0.770463132432518,0.413055788159319,-0.380993070148861,-0.0564286088817404,0.914419329037948,1.46433793600178,LUNG,male,CL(74:11)
0.0308102725750296,0.0685999999999964,1.2464,1.0742,2.1304,0.999837096079985,0.126091587139478,0.215753035823224,0.0045875766692014,0.120081454833682,2.18177150589956,1.88034254784765,3.72917684224039,HEART,female,mt_reads
0.778800783071405,0.285490226769502,NA,NA,0.314096260189535,0.654411119339884,NA,NA,0.602962874681369,0.790962533255997,NA,NA,0.870216737213679,HEART,female,mtdna
0.117929332740144,0.784702842076896,1.41512613177014,-0.192977025507783,-0.042527578765359,0.644533764519571,0.177692130837174,0.996041255165278,0.999989817013279,1.10457193383233,1.99197520917458,-0.271640415735178,-0.0598631321300301,HEART,female,clPC1
0.209585740282319,0.444063644442445,0.75952412809364,0.431274893759394,-0.150749102883402,0.585968871461987,0.164261079185713,0.60903538160842,0.982545245382317,1.19116366708625,2.03736008786858,1.15685891065837,-0.404371887786524,HEART,female,clPC2
0.368121031394597,-0.461745242490573,-0.19849427935056,-0.393555712547431,-0.412984825628658,0.251951837835212,0.855962783071702,0.379513407139472,0.339481802802364,-1.78816526266065,-0.768693518653365,-1.52409291821419,-1.59933454909437,HEART,female,clPC3
0.456821889502448,-0.206800135942293,-0.242364890208083,-0.275093294779071,0.138240716179077,0.796592807718759,0.69989178371268,0.606568995749764,0.938225393899128,-0.872499918490876,-1.02254936143084,-1.16063210586623,0.583244363204973,HEART,female,CL(72:8)>CL(18:2/18:2/18:2/18:2)
0.0762511815139221,0.177363414022217,-0.269315486903752,0.275882285835436,0.462985204420324,0.881574446277786,0.65355338883238,0.635612409913875,0.217699361510058,0.718633671529726,-1.09120123910795,1.11780832068951,1.87590410993578,HEART,female,CL(74:11)
0.0995503463445463,0.232589323775271,0.502353137208034,-0.191641898443103,-0.107456938283859,0.815375258872596,0.240234417070456,0.893726881476776,0.984915685491518,0.840963242170146,1.81633669217335,-0.692911392640148,-0.388527442902686,HEART,female,CL(74:9)
0.00126944727667845,1.68880000000001,2.90440000000001,1.76360000000001,-0.181399999999993,0.0359990788468374,0.000363826209069606,0.0276921294261102,0.994111235130817,2.80795490881714,4.82912377852231,2.93232429961506,-0.301612399608838,HEART,male,mt_reads
0.0305008721712175,0.725907325681316,NA,NA,0.113878249940733,0.00275228142576911,NA,NA,0.749858647580755,4.10304787070332,NA,NA,0.643674329226804,HEART,male,mtdna
0.15015795451353,0.715151793834305,1.4312368525237,0.476803908363141,0.641079527773805,0.386822551809131,0.0227341153602578,0.710203432313744,0.479876911145266,1.51059635675173,3.02316402435262,1.00714037644605,1.35413545402866,HEART,male,clPC1
0.00329511457617882,0.79829561412584,1.4474881516712,0.0549477346716708,0.0850247804505008,0.0361397205999558,0.000189206466472469,0.998937938421203,0.994292160562388,2.80851804796915,5.09247016550593,0.1933139826772,0.299129327775817,HEART,male,clPC2
0.884739328361645,-0.290473235930163,-0.163703452568065,-0.230276948767824,-0.186436521317294,0.597049877457903,0.907563977161373,0.759800272409995,0.863735617657209,-1.17475021644881,-0.662059847689337,-0.931300587959204,-0.753998360882076,HEART,male,clPC3
0.00200501823878155,-0.45682854905305,-0.67332970808409,-0.118058776034328,0.15844307922289,0.0106906986769276,0.000320998761952573,0.797487518121308,0.601100452608925,-3.36972704472851,-4.96671526342507,-0.87084279495024,1.16873153005469,HEART,male,CL(72:8)>CL(18:2/18:2/18:2/18:2)
0.418812889961687,-0.144049140082974,-0.512706914134224,0.0636630758373702,-0.0453622945466226,0.950908632206774,0.19639239054771,0.997528482602707,0.999339825357499,-0.543789056911209,-1.935481247221,0.240329681591499,-0.171243780814156,HEART,male,CL(74:11)
0.033193450420646,-0.00617416130062676,0.533761209206634,-0.0394909608612508,0.0968728696233789,0.999999242972328,0.0451052094445306,0.998792829235608,0.965581585662873,-0.0312299068650669,2.69985056108213,-0.199751669847639,0.489998649012099,HEART,male,CL(74:9)
0.719238041286582,0.315200000000003,0.347600000000003,0.175200000000001,0.187200000000002,0.657371327262908,0.581988210628139,0.930997908435145,0.914883716884959,1.08555155916739,1.19713744278738,0.603390333648877,0.644718438693324,LIVER,female,mt_reads
0.612626394184415,0.239289283701581,NA,NA,0.0912023541273292,0.300853655477191,NA,NA,0.814110905635919,1.4163841212924,NA,NA,0.539838492606854,LIVER,female,mtdna
0.456821889502448,-0.697344964836592,-0.528133347617423,0.0914864398392805,-0.965023466647136,0.707165801157644,0.85728521055693,0.999757813901177,0.45137138835652,-1.01170785566918,-0.766215694624844,0.132728498146243,-1.40005574191073,LIVER,female,clPC1
0.00259278626401715,-0.82004248893429,-1.35581814780013,-0.620271238527703,0.227612493482745,0.0453565769576205,0.000995993441802567,0.163040020790973,0.866251015995431,-2.6990246192528,-4.46243531222136,-2.04151292889269,0.74914621114062,LIVER,female,clPC2
0.136246380955233,-0.0211941582929488,-0.134545128920979,0.0839604422477458,0.213539369268108,0.999513051224973,0.710876925488838,0.921667080425937,0.340728456540183,-0.158474357829276,-1.00602970922903,0.627794554724083,1.59669065165426,LIVER,female,clPC3
0.204449020609813,0.226921026142975,0.404655093132455,0.391886681673672,-0.0335789077556647,0.720454054786123,0.260308930080093,0.284724723564716,0.999639958080799,0.991598757060837,1.76826050105935,1.71246513847275,-0.146733001167545,LIVER,female,CL(72:8)>CL(18:2/18:2/18:2/18:2)
0.0644605999215869,0.0500570884229647,0.312418509113751,0.258040707626827,-0.453831738240544,0.998946925029651,0.577529692437736,0.718814678524302,0.268677363637948,0.19286355345531,1.20370852023517,0.994197812476063,-1.74855558853711,LIVER,female,CL(74:9)
0.0527047988785277,0.0582000000000003,0.408200000000001,0.3774,0.788649999999996,0.996097792422051,0.208425556304031,0.264788905023611,0.00885827769277103,0.272520330728824,1.9113882990293,1.76716791781886,3.48164084861903,LIVER,male,mt_reads
0.516113502590695,0.200229835771884,NA,NA,-0.00403428067677858,0.440547278690224,NA,NA,0.99965759134564,1.14666698114721,NA,NA,-0.021782030642114,LIVER,male,mtdna
0.383617072743576,-0.745848100896695,-0.229038440251015,-1.48680515333341,-1.2491265575137,0.752460874306066,0.994961186866144,0.215652898526768,0.398568172718321,-0.948613592492361,-0.291304593206246,-1.89100646116026,-1.49785280047097,LIVER,male,clPC1
0.0322504382929004,-0.492685115626737,-1.05053138553571,-0.387486505964867,-0.355176398307994,0.197049725344565,0.00200002460785986,0.381296165579659,0.505394970924645,-1.94375077900159,-4.14457659514048,-1.52871920407766,-1.32110998809414,LIVER,male,clPC2
0.138661837054134,-0.071191659415371,-0.0591380741150962,0.18452761086635,-0.0522962602902851,0.849058947657008,0.913028821193996,0.16703137696178,0.951788636062425,-0.786500636313432,-0.653336827710349,2.03859671983494,-0.5447087285385,LIVER,male,clPC3
0.473482553338833,0.0319563989192222,0.422690116455072,0.0605724936642567,0.021821864124755,0.999851056420499,0.362675160711134,0.998163261052709,0.999974178341832,0.118186154873506,1.56325872928099,0.224018674174585,0.0760894343338576,LIVER,male,CL(72:8)>CL(18:2/18:2/18:2/18:2)
0.131259068124678,-0.0492484427698336,0.229248850298455,-0.485479491003595,-0.338131664580004,0.999135574551042,0.807599663493898,0.242544759702688,0.587909389191976,-0.184666290386598,0.859611642095201,-1.82039657743904,-1.1953764721523,LIVER,male,CL(74:9)
0.00638542835476232,-0.9528,0.259599999999995,2.53439999999999,3.584,0.753135118148987,0.996819517825646,0.0674650264266539,0.0073598778875531,-0.941619007400898,0.256553625442138,2.50465912296056,3.54194219408566,SKMGN,female,mt_reads
0.00927901388706471,-0.180593681321778,NA,NA,0.375139618119714,0.273155256060275,NA,NA,0.0175608964708056,-1.48238522939799,NA,NA,3.07929615694482,SKMGN,female,mtdna
0.24154754046852,1.22013662095149,1.62539420149255,0.698478121909195,1.13745583977393,0.562779138931252,0.322334582754983,0.889654696607228,0.618701113935135,1.22592778610955,1.63310885090653,0.701793326201738,1.14285457505899,SKMGN,female,clPC1
0.0597751167870526,-0.0145962128691906,-0.100210054076954,-0.207083144502662,-1.02843900055848,0.999999304306248,0.998538289507315,0.977606565592131,0.132984871079226,-0.0305689450338996,-0.209870578236666,-0.43369559751426,-2.15386659269337,SKMGN,female,clPC2
0.939763184037519,-0.0817151589401077,-0.0284759433234106,-0.194193122414495,-0.0477395762494936,0.973060362867802,0.999504876282864,0.657492031035651,0.99630127241693,-0.456733744477556,-0.159161707452158,-1.08541123951271,-0.266832686896984,SKMGN,female,clPC3
0.15015795451353,0.311435411093617,0.435211925417427,0.321549462710584,0.563682851792047,0.632928634728893,0.356076140769109,0.608256076094899,0.16603043363663,1.12169873906783,1.56750533362202,1.15812657784756,2.03021981947722,SKMGN,female,CL(72:8)
0.250846095235632,0.161144897445448,0.330719184541687,0.187762203058684,0.348033536949794,0.856050737977706,0.350652202369469,0.78237521784397,0.309290308512502,0.768511610575179,1.57722358690434,0.895451456206497,1.65979697933661,SKMGN,female,CL(74:11)
0.377483181122495,0.195954881415923,0.321160146851606,0.163390607562422,0.289106380178215,0.898876329455846,0.635938925664336,0.943195115884805,0.711023285271807,0.681730314051083,1.11732152928162,0.568438659969387,1.00580593822885,SKMGN,female,CL(74:9)
0.0413286629080307,2.59,2.25219999999999,2.25219999999999,2.971,0.0152919750631114,0.0379301676687611,0.037659731922849,0.00539994199870231,3.20411190753491,2.7862165398263,2.7862165398263,3.67545037733059,SKMGN,male,mt_reads
0.00900477758243655,-0.0185768129257937,NA,NA,0.516751670815344,0.966540189150031,NA,NA,0.000117744444829371,-0.215913955232932,NA,NA,6.00608390495487,SKMGN,male,mtdna
0.55074488182249,-0.908625487339047,-0.221413949479166,-0.256480875873316,0.0383220357271352,0.384702867395409,0.987495150702845,0.978676992164248,0.999986794756916,-1.51446091028418,-0.369043985833857,-0.427492147378698,0.0638736486263716,SKMGN,male,clPC1
0.564334162483546,-0.145465981765563,-0.120230389060978,-0.0525498392625643,-0.0416723113007928,0.473618272864806,0.629211483493455,0.96494647061478,0.98459324954318,-1.36385250504236,-1.12724992684064,-0.492694092790212,-0.390709122976174,SKMGN,male,clPC2
0.493723453922824,-0.391948050629151,-0.302191702308296,-0.325061513193611,-0.215239414480781,0.160420751983926,0.349114043898135,0.290132049943998,0.63001328873012,-2.05046617934073,-1.58090814398982,-1.7005509733724,-1.12601947922819,SKMGN,male,clPC3
0.0474416711587274,-0.412869575026768,-0.227760810641636,-0.00714076489359705,0.116499630451912,0.0974367714332885,0.528411432600531,0.999997943367042,0.911084572739189,-2.31718834506731,-1.27828430042989,-0.0400768140525639,0.653842283898776,SKMGN,male,CL(72:8)
0.206718085529878,-0.246358745203135,-0.15468683601153,-0.00247701675320933,0.104761480398739,0.267955213884033,0.648216261835,0.999999923484154,0.868629377543361,-1.75064539278124,-1.09921730833709,-0.0176018836403485,0.744443648021394,SKMGN,male,CL(74:11)
0.0697021560498786,-0.414584393113718,-0.0595619341461759,-0.267040940221513,0.0217563573472672,0.0623349750682878,0.987946733239099,0.319722859236828,0.999752242220323,-2.54407475090207,-0.365498593997036,-1.63868231597506,0.133506712549122,SKMGN,male,CL(74:9)
0.24712215305876,-0.494200000000001,-0.458800000000001,-0.149700000000002,-0.187200000000002,0.303338062120941,0.364146891941399,0.968692434457868,0.919824149282695,-1.6809972140384,-1.56058583933796,-0.4800757750481,-0.636751676382012,WATSC,female,mt_reads
0.511708577786543,-0.067216873188892,NA,NA,0.16665096292996,0.951422262833351,NA,NA,0.746736169622429,-0.261595740162454,NA,NA,0.64857497720755,WATSC,female,mtdna
0.168032294415418,-0.568613034636197,0.14211849476795,1.31457419182545,0.523922611087175,0.785494961093576,0.998165775923845,0.193993129202471,0.82728954284574,-0.896200899984729,0.223995433022393,1.953427985328,0.825763545640649,WATSC,female,clPC1
0.0197610320028648,0.122962991877047,-0.104138539472956,0.532510397375958,0.792814092915264,0.954545820126339,0.974420636510135,0.128129333395182,0.00928939193936251,0.535157870723755,-0.453230343487043,2.18503966991939,3.4504747759274,WATSC,female,clPC2
0.083675297319029,-0.185150330049487,-0.0617069305488879,-0.00765127940447288,-0.712118329164175,0.89897905300129,0.998006765398527,0.999999603792597,0.0531415245969614,-0.686198717620429,-0.22869641441969,-0.0267351861213331,-2.63923204531071,WATSC,female,clPC3
0.148668177912031,0.191835615926472,0.0768642422195871,-0.242693472373903,0.431729330468382,0.884599095293935,0.995222369475048,0.810061240076236,0.336568713608282,0.717176774066368,0.287356698649891,-0.855418837531446,1.61401858043828,WATSC,female,CL(72:8)
0.117303117359,-0.279911625901487,0.132970096734672,-0.174635999798412,-0.713168248335401,0.716531057065611,0.969431276483404,0.937020325537449,0.0624581429076718,-1.00370112134096,0.476801328875054,-0.590392709730914,-2.55726345146854,WATSC,female,CL(74:11)
0.979687028733429,-0.0996999999999986,-0.125799999999999,-0.0289999999999999,-0.120200000000001,0.984320627994678,0.956278121959894,0.999831573701561,0.962563264456163,-0.39528893182094,-0.529025246459831,-0.121953355702187,-0.505475632944932,WATSC,male,mt_reads
0.195370574295149,-0.594685363698289,NA,NA,-0.639348411431363,0.267661524922478,NA,NA,0.194219119575895,-1.5096993776449,NA,NA,-1.72153984079719,WATSC,male,mtdna
0.012949978418364,3.05416812956202,2.88847398683385,0.909567084402353,1.68929692152718,0.0136052383555981,0.0132128040151382,0.693434041325892,0.202241841425828,3.28775507483258,3.29800445358343,1.0385263321966,1.92880697420728,WATSC,male,clPC1
0.0624890180058631,-0.0848956492354584,-0.025244145030155,0.561659179452433,-0.53053055121688,0.99289535438796,0.999921438546604,0.115742185970978,0.145660530403725,-0.319063485286334,-0.100630260923195,2.23893143185047,-2.11484396611206,WATSC,male,clPC2
0.242823181277902,-0.129843728318374,0.248121105654637,-0.232064787552799,-0.317368232659987,0.967417205287924,0.729405829947498,0.770276092966485,0.545845784119853,-0.48558350513908,0.984198995408562,-0.920509886398282,-1.25887515668787,WATSC,male,clPC3
0.161977010552065,-0.100240349433173,-0.468603542403663,0.0104538549219324,0.307241480340957,0.989849611944632,0.275792987646442,0.99999823546021,0.623799712308014,-0.3512570342595,-1.74166364577828,0.0388539510016894,1.14192759627923,WATSC,male,CL(72:8)
0.0104470885407847,0.792168596707468,0.742541753402566,-0.165249107355057,0.780037579365934,0.0378906500417979,0.0389571947063811,0.926244748400752,0.0291893810978022,2.8032942438476,2.78707209912136,-0.620249533987211,2.92780973427405,WATSC,male,CL(74:11)
0.0100930626448067,-0.303799999999999,0.4722,-1.0558,0.766399999999998,0.880876608546001,0.634703771262882,0.0676528621311945,0.240638622400282,-0.720004857413389,1.11911222406387,-2.50224202915424,1.81636511758269,SMLINT,female,mt_reads
0.997529120309613,-0.0272000000000023,-0.246350000000001,-0.438400000000003,-0.163200000000001,0.99999765396212,0.989309042838289,0.905029052364539,0.997179262112943,-0.041716240801733,-0.356215298282706,-0.672367645863174,-0.250297444810378,SMLINT,male,mt_reads
0.0310787612883483,0.2438,0.456999999999999,0.824300000000001,0.0820000000000003,0.59499263097109,0.119580563943205,0.004432187407994,0.983865860208352,1.18483037586928,2.22094947404537,3.77686548200367,0.398507345452343,OVARY,female,mt_reads
0.206400490548969,-0.3346,-0.235800000000001,-0.712,0.1922,0.802911407197614,0.929537688020534,0.233636622179031,0.964382308512899,-0.861857163690936,-0.607369752535337,-1.83395786176912,0.495065591337112,COLON,female,mt_reads
0.0369440139655127,1.73202719719208,NA,NA,0.386852741363594,0.0108613584801395,NA,NA,0.688071177648368,3.47655424308876,NA,NA,0.736650072781018,COLON,female,mtdna
0.536474379924726,0.553699999999998,0.611099999999998,0.282499999999998,0.474899999999999,0.412324247923975,0.332053266127278,0.861697965922553,0.538997574465002,1.44137894256519,1.59080128553654,0.735397419676112,1.23624861806792,COLON,male,mt_reads
0.28927293771818,0.729759613645932,NA,NA,-0.214745648676857,0.527667335325344,NA,NA,0.932324663196776,0.975289688032858,NA,NA,-0.300149215797541,COLON,male,mtdna
0.00597485115763118,0.295200000000002,0.541800000000002,0.128400000000002,0.0278000000000014,0.132973059553856,0.00281197241067965,0.756343822217345,0.998720509409554,2.15312945249463,3.95178027561513,0.936523786247672,0.20276761104117,SPLEEN,female,mt_reads
0.310366941265486,-0.0886728287570584,NA,NA,0.0623144150785615,0.496895625553267,NA,NA,0.693605058829912,-1.04002155110106,NA,NA,0.7308702737286,SPLEEN,female,mtdna
0.373716341720142,0.0757999999999992,0.123199999999999,0.0817999999999985,0.183199999999998,0.870491491885261,0.57746755499,0.839263457120355,0.250937616784251,0.740773456261501,1.20400118484719,0.799409877601455,1.79036539824679,SPLEEN,male,mt_reads
0.00628242014080114,-0.22912216178577,NA,NA,0.167299461590972,0.00927200092204938,NA,NA,0.0498812798096419,-3.42889553393166,NA,NA,2.50369659664272,SPLEEN,male,mtdna
0.000756632628472017,2.10920000000001,3.00300000000001,5.52140000000001,5.5594,0.0565614780877487,0.00533163456209995,3.66038903309995e-06,4.56885092037229e-06,2.58099814236116,3.67472853286107,6.75645891486482,6.8029589762197,SKMVL,female,mt_reads
0.00591656047368188,-0.198234987228732,NA,NA,0.439501524087559,0.0964514941338418,NA,NA,0.00113857895952107,-2.13631826974681,NA,NA,4.73637448472433,SKMVL,female,mtdna
0.362935176230662,0.407649999999997,1.26244999999999,3.22665,2.34864999999999,0.997858609666025,0.884295126799559,0.252421770638946,0.506678081499388,0.223236574729366,0.691340644589939,1.76697238771131,1.28616357472863,SKMVL,male,mt_reads
0.0770841849855815,-0.0318494319839626,NA,NA,0.271404695394363,0.962825336177782,NA,NA,0.141324813119591,-0.223462219898013,NA,NA,1.90423162818437,SKMVL,male,mtdna
0.568071955517503,-0.1886,-0.0733999999999999,0.0535999999999999,-0.1274,0.543385501355025,0.965952611879307,0.988980898017943,0.811227676010851,-1.25522009425132,-0.488510895641816,0.356732752130808,-0.847905832490019,BLOOD,female,mt_reads
0.599718739406145,0.0598000000000001,0.0945999999999998,0.317399999999999,-0.0817999999999999,0.997140234857974,0.98402782958992,0.498394430088836,0.990622084112196,0.249542910961276,0.39476186249058,1.32449698894831,-0.341347995261411,BLOOD,male,mt_reads
0.0153617245212436,0.696200000000005,-1.02439999999998,0.811250000000015,-4.81619999999998,0.97799200378216,0.919470037328303,0.968679038449162,0.0303535429393735,0.42014916036413,-0.618214306057171,0.464456928220489,-2.90652454200761,BAT,female,mt_reads
0.0319030090818632,-0.541377401112602,NA,NA,-0.558516263893425,0.0417280596453925,NA,NA,0.0458983192286694,-2.67127864737553,NA,NA,-2.61442476484378,BAT,female,mtdna
0.0076037439282205,-2.744,-2.1712,-4.46680000000001,-16.3238,0.579742866271369,0.747809017834032,0.190334811945361,5.93666949266769e-07,-1.2004630906978,-0.949870795380125,-1.95416491746682,-7.14144293000466,BAT,male,mt_reads
0.107528430135795,-0.147037505951504,NA,NA,-1.05871238680716,0.861652197997439,NA,NA,0.0119620230582903,-0.456832333520524,NA,NA,-3.28932436021949,BAT,male,mtdna
0.0243104326320491,0.82020000000001,1.07340000000001,0.800400000000009,0.160200000000007,0.0592126173910392,0.0108672971053123,0.0672073502807268,0.962672032296434,2.56888727538912,3.36191611973015,2.50687317144776,0.501750477343757,KIDNEY,female,mt_reads
0.264477261299823,0.125573158128613,NA,NA,0.294174575564798,0.54875065116942,NA,NA,0.0797103264214878,0.955469195496413,NA,NA,2.23833460302492,KIDNEY,female,mtdna
0.472239951600905,0.525705627919559,0.743262203818254,0.860909415027673,-0.548778136419466,0.91444055239208,0.771382348788912,0.676445227179166,0.902336773661516,0.6456928225635,0.912904570163003,1.05740361266547,-0.674031406641214,KIDNEY,female,clPC1
0.66797179389069,-0.0630876463602272,0.0154480879725887,0.0927293076343211,0.100281038863495,0.947329276975276,0.999733081695121,0.829552514773518,0.789929382757388,-0.555532732913799,0.136031680128034,0.816549176635241,0.883047677213611,KIDNEY,female,clPC2
0.463386413260758,-0.135591495302799,-0.0845204973080986,-0.325654264804136,-0.231449969028582,0.814961201540262,0.95655213283558,0.169025451123762,0.429598742937208,-0.841571179142533,-0.52459053145217,-2.02122738606861,-1.43653274796406,KIDNEY,female,clPC3
0.626932140564789,0.177293321267308,0.262613227722928,0.310252278589772,0.0732222580683999,0.812341474168149,0.544646415973263,0.403891741307631,0.9897785703237,0.846143311019572,1.25333782702388,1.48069813561399,0.349457742905681,KIDNEY,female,CL(72:8)>CL(18:2/18:2/18:2/18:2)
0.524136152313246,0.182389571471985,-0.0104051353516708,-0.0829978636482345,-0.145031484397019,0.837604591646926,0.99999650922774,0.987981209561368,0.917641448121533,0.802423910849777,-0.045777449524253,-0.365149552155302,-0.638066803748589,KIDNEY,female,CL(74:9)
0.275204875978147,0.606199999999999,0.636200000000004,0.690199999999999,0.925799999999997,0.242922323302145,0.250509215320949,0.157381494518798,0.0398181468781015,1.8197840493713,1.80061691496638,2.07194812087771,2.77920830238856,KIDNEY,male,mt_reads
