feature_ID,cluster,ome,tissue,feature_raw,feature,female_1w_before,female_2w_before,female_4w_before,female_8w_before,male_1w_before,male_2w_before,male_4w_before,male_8w_before,female_1w_after,female_2w_after,female_4w_after,female_8w_after,male_1w_after,male_2w_after,male_4w_after,male_8w_after,gene_symbol
ENSRNOG00000007743,2,TRNSCRPT,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007743,TRNSCRPT;ADRNL;ENSRNOG00000007743,-0.407319857951043,-2.60708116226594,-0.803767534637785,-1.01010806859314,3.63239634346524,1.78386925710305,1.49387819808527,0.879832381590685,2.1246176358561,-0.312041693411985,2.60231837478313,2.82799519409549,0.129368743940489,0.832975041023725,1.17859197505422,-0.186368771239439,Mgst1
ENSRNOG00000007829,2,TRNSCRPT,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007829,TRNSCRPT;ADRNL;ENSRNOG00000007829,-2.56245179227355,-3.14464866332866,-2.56429581868802,-2.97418246050015,4.01631209168895,1.46029393064867,0.544810109182853,0.902448569966185,-2.29189138234788,-0.918290580953653,-0.299747151869937,-0.427193268811321,-0.956601694722582,0.0278625240184525,-0.612454235635385,-0.717589949401699,Lactb2
ENSRNOG00000007837,2,TRNSCRPT,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007837,TRNSCRPT;ADRNL;ENSRNOG00000007837,-3.00610861658363,-3.56641349367602,-1.85134735610506,-3.62890707882972,4.92850552281932,1.41214002602084,0.685507119166341,1.45510568231972,-2.19607888026164,-1.45377553556278,0.465447357547841,-1.31081443634649,-0.0363044531962039,-0.177416185830808,-0.514995863584697,0.362337052289694,Acot11
ENSRNOG00000007837,3,TRNSCRPT,BAT,TRNSCRPT;BAT;ENSRNOG00000007837,TRNSCRPT;BAT;ENSRNOG00000007837,1.32863820876271,1.13388388268286,1.65277319361083,-1.22970532007854,0.497991442042646,1.369501378115,-0.381892737803037,-5.95958582482488,1.11043588652721,1.37841945223332,1.84569675332291,-0.226717765071964,0.927504066352183,1.86546959196101,0.962757992863575,-1.57901168500755,Acot11
ENSRNOG00000007862,4,TRNSCRPT,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007862,TRNSCRPT;ADRNL;ENSRNOG00000007862,-2.96960666365383,-4.02322642090319,-2.89258176416173,-3.6696017789426,4.80321826575872,0.938498440879013,0.391666767736285,0.637338192016856,-3.73394848785698,-2.76116702989181,-0.767184568406787,-1.46292914067473,-0.677837852893301,-2.22505122575785,-2.07775292342043,-2.3649755338733,Acat1
ENSRNOG00000007862,3,TRNSCRPT,BAT,TRNSCRPT;BAT;ENSRNOG00000007862,TRNSCRPT;BAT;ENSRNOG00000007862,-0.694866494760641,-1.40716737611457,-1.03902011223752,-3.33912293130263,-0.223613210210159,-0.214287210733174,-2.23693984758815,-8.54565580097168,-1.42270767785965,-1.47168905963823,-1.27352104074292,-2.15802242759541,0.225804806780226,0.443847486779399,0.0481527024947361,-2.52563871757023,Acat1
ENSRNOG00000007883,4,TRNSCRPT,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007883,TRNSCRPT;ADRNL;ENSRNOG00000007883,-0.747574962967946,-2.32647762823373,-2.13693742612795,-2.39826246749643,2.01859718460252,-1.09967014855015,-0.00930882930199633,-0.392317545847181,0.748719108535183,-0.0827163146519069,-0.21862307699795,-0.152974915695323,-1.89797224964538,-3.35028974919821,-1.06390148160158,-2.07409838540959,Timm10
ENSRNOG00000007895,4,TRNSCRPT,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007895,TRNSCRPT;ADRNL;ENSRNOG00000007895,-3.46763904434963,-4.37560595248231,-3.49151922407882,-4.33753731098114,4.83979546065793,0.922314407059873,0.38873352990836,0.350433684328117,-4.58158398490758,-3.0837857582978,-1.94996007327594,-2.76460611819094,-1.23225475716146,-2.90561841270228,-2.53297324364136,-4.11868381278101,Pdhb
ENSRNOG00000007895,3,TRNSCRPT,BAT,TRNSCRPT;BAT;ENSRNOG00000007895,TRNSCRPT;BAT;ENSRNOG00000007895,-1.71515466714917,-0.258561009730576,-0.120226144035773,-2.07968795550694,-0.779321384263496,-0.659728415226825,-1.30373940704751,-4.66784782051483,-1.88268945749582,-0.103762780463789,-0.0387749030982206,-1.27817821086026,-0.529139971811321,-0.391368745953593,-0.166512921627555,-1.04216578991552,Pdhb
ENSRNOG00000007895,1,TRNSCRPT,SKM-VL,TRNSCRPT;SKMVL;ENSRNOG00000007895,TRNSCRPT;SKM-VL;ENSRNOG00000007895,1.62898872355223,1.50417935811829,4.11984915669024,3.93516754323337,0.66743386916005,0.459887778241462,1.10130617784045,0.913808498151262,0.185508946745527,-0.272883646971053,0.761110170049404,0.36065569617498,0.986779235035665,0.0776778447780962,-0.0510419408464958,-0.873072308469865,Pdhb
ENSRNOG00000007967,4,TRNSCRPT,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007967,TRNSCRPT;ADRNL;ENSRNOG00000007967,-2.7194109236607,-3.40712460817154,-2.76409122239154,-2.74283218888849,4.20725009436685,0.941079174735042,0.523552833449041,0.95376105934065,-2.47521360475034,-1.26858244735313,-0.701319868705206,0.214834921570329,-1.99636180989098,-2.35683791759867,-1.5505083493156,-1.33493357509519,Sdhb
