cluster,ome,feature_ID,tissue,feature
3,PROT,NP_001013965.1,LIVER,PROT;LIVER;NP_001013965.1
1,TRNSCRPT,ENSRNOG00000019048,BAT,TRNSCRPT;BAT;ENSRNOG00000019048
1,TRNSCRPT,ENSRNOG00000019223,BAT,TRNSCRPT;BAT;ENSRNOG00000019223
1,TRNSCRPT,ENSRNOG00000019276,BAT,TRNSCRPT;BAT;ENSRNOG00000019276
1,TRNSCRPT,ENSRNOG00000019428,BAT,TRNSCRPT;BAT;ENSRNOG00000019428
1,TRNSCRPT,ENSRNOG00000019497,BAT,TRNSCRPT;BAT;ENSRNOG00000019497
1,TRNSCRPT,ENSRNOG00000019693,BAT,TRNSCRPT;BAT;ENSRNOG00000019693
1,TRNSCRPT,ENSRNOG00000019760,BAT,TRNSCRPT;BAT;ENSRNOG00000019760
1,TRNSCRPT,ENSRNOG00000020288,BAT,TRNSCRPT;BAT;ENSRNOG00000020288
1,TRNSCRPT,ENSRNOG00000020308,BAT,TRNSCRPT;BAT;ENSRNOG00000020308
1,TRNSCRPT,ENSRNOG00000020602,BAT,TRNSCRPT;BAT;ENSRNOG00000020602
1,TRNSCRPT,ENSRNOG00000020607,BAT,TRNSCRPT;BAT;ENSRNOG00000020607
1,TRNSCRPT,ENSRNOG00000020659,BAT,TRNSCRPT;BAT;ENSRNOG00000020659
1,TRNSCRPT,ENSRNOG00000020994,BAT,TRNSCRPT;BAT;ENSRNOG00000020994
1,TRNSCRPT,ENSRNOG00000021096,BAT,TRNSCRPT;BAT;ENSRNOG00000021096
1,TRNSCRPT,ENSRNOG00000021125,BAT,TRNSCRPT;BAT;ENSRNOG00000021125
1,TRNSCRPT,ENSRNOG00000021177,BAT,TRNSCRPT;BAT;ENSRNOG00000021177
1,TRNSCRPT,ENSRNOG00000021273,BAT,TRNSCRPT;BAT;ENSRNOG00000021273
1,TRNSCRPT,ENSRNOG00000021866,BAT,TRNSCRPT;BAT;ENSRNOG00000021866
1,TRNSCRPT,ENSRNOG00000022980,BAT,TRNSCRPT;BAT;ENSRNOG00000022980
4,TRNSCRPT,ENSRNOG00000023410,BAT,TRNSCRPT;BAT;ENSRNOG00000023410
1,TRNSCRPT,ENSRNOG00000023520,BAT,TRNSCRPT;BAT;ENSRNOG00000023520
1,TRNSCRPT,ENSRNOG00000023538,BAT,TRNSCRPT;BAT;ENSRNOG00000023538
1,TRNSCRPT,ENSRNOG00000024128,BAT,TRNSCRPT;BAT;ENSRNOG00000024128
1,TRNSCRPT,ENSRNOG00000024309,BAT,TRNSCRPT;BAT;ENSRNOG00000024309
1,TRNSCRPT,ENSRNOG00000024539,BAT,TRNSCRPT;BAT;ENSRNOG00000024539
1,TRNSCRPT,ENSRNOG00000024568,BAT,TRNSCRPT;BAT;ENSRNOG00000024568
1,TRNSCRPT,ENSRNOG00000024629,BAT,TRNSCRPT;BAT;ENSRNOG00000024629
1,TRNSCRPT,ENSRNOG00000024845,BAT,TRNSCRPT;BAT;ENSRNOG00000024845
1,TRNSCRPT,ENSRNOG00000024967,BAT,TRNSCRPT;BAT;ENSRNOG00000024967
1,TRNSCRPT,ENSRNOG00000025285,BAT,TRNSCRPT;BAT;ENSRNOG00000025285
1,TRNSCRPT,ENSRNOG00000025383,BAT,TRNSCRPT;BAT;ENSRNOG00000025383
1,TRNSCRPT,ENSRNOG00000026616,BAT,TRNSCRPT;BAT;ENSRNOG00000026616
1,TRNSCRPT,ENSRNOG00000026646,BAT,TRNSCRPT;BAT;ENSRNOG00000026646
1,TRNSCRPT,ENSRNOG00000026775,BAT,TRNSCRPT;BAT;ENSRNOG00000026775
1,TRNSCRPT,ENSRNOG00000027049,BAT,TRNSCRPT;BAT;ENSRNOG00000027049
1,TRNSCRPT,ENSRNOG00000028047,BAT,TRNSCRPT;BAT;ENSRNOG00000028047
1,TRNSCRPT,ENSRNOG00000028557,BAT,TRNSCRPT;BAT;ENSRNOG00000028557
1,TRNSCRPT,ENSRNOG00000028717,BAT,TRNSCRPT;BAT;ENSRNOG00000028717
1,TRNSCRPT,ENSRNOG00000028884,BAT,TRNSCRPT;BAT;ENSRNOG00000028884
1,TRNSCRPT,ENSRNOG00000029042,BAT,TRNSCRPT;BAT;ENSRNOG00000029042
1,TRNSCRPT,ENSRNOG00000029333,BAT,TRNSCRPT;BAT;ENSRNOG00000029333
1,TRNSCRPT,ENSRNOG00000029501,BAT,TRNSCRPT;BAT;ENSRNOG00000029501
1,TRNSCRPT,ENSRNOG00000029549,BAT,TRNSCRPT;BAT;ENSRNOG00000029549
1,TRNSCRPT,ENSRNOG00000029707,BAT,TRNSCRPT;BAT;ENSRNOG00000029707
1,TRNSCRPT,ENSRNOG00000029855,BAT,TRNSCRPT;BAT;ENSRNOG00000029855
1,TRNSCRPT,ENSRNOG00000029971,BAT,TRNSCRPT;BAT;ENSRNOG00000029971
1,TRNSCRPT,ENSRNOG00000030237,BAT,TRNSCRPT;BAT;ENSRNOG00000030237
1,TRNSCRPT,ENSRNOG00000030371,BAT,TRNSCRPT;BAT;ENSRNOG00000030371
1,TRNSCRPT,ENSRNOG00000030644,BAT,TRNSCRPT;BAT;ENSRNOG00000030644
1,TRNSCRPT,ENSRNOG00000030700,BAT,TRNSCRPT;BAT;ENSRNOG00000030700
4,TRNSCRPT,ENSRNOG00000030712,BAT,TRNSCRPT;BAT;ENSRNOG00000030712
1,TRNSCRPT,ENSRNOG00000031053,BAT,TRNSCRPT;BAT;ENSRNOG00000031053
1,TRNSCRPT,ENSRNOG00000031211,BAT,TRNSCRPT;BAT;ENSRNOG00000031211
1,TRNSCRPT,ENSRNOG00000031766,BAT,TRNSCRPT;BAT;ENSRNOG00000031766
1,TRNSCRPT,ENSRNOG00000031979,BAT,TRNSCRPT;BAT;ENSRNOG00000031979
1,TRNSCRPT,ENSRNOG00000032134,BAT,TRNSCRPT;BAT;ENSRNOG00000032134
1,TRNSCRPT,ENSRNOG00000032204,BAT,TRNSCRPT;BAT;ENSRNOG00000032204
1,TRNSCRPT,ENSRNOG00000033299,BAT,TRNSCRPT;BAT;ENSRNOG00000033299
1,TRNSCRPT,ENSRNOG00000033615,BAT,TRNSCRPT;BAT;ENSRNOG00000033615
2,TRNSCRPT,ENSRNOG00000033680,BAT,TRNSCRPT;BAT;ENSRNOG00000033680
1,TRNSCRPT,ENSRNOG00000033824,BAT,TRNSCRPT;BAT;ENSRNOG00000033824
1,TRNSCRPT,ENSRNOG00000034234,BAT,TRNSCRPT;BAT;ENSRNOG00000034234
1,TRNSCRPT,ENSRNOG00000036695,BAT,TRNSCRPT;BAT;ENSRNOG00000036695
1,TRNSCRPT,ENSRNOG00000036742,BAT,TRNSCRPT;BAT;ENSRNOG00000036742
1,TRNSCRPT,ENSRNOG00000037638,BAT,TRNSCRPT;BAT;ENSRNOG00000037638
1,TRNSCRPT,ENSRNOG00000037815,BAT,TRNSCRPT;BAT;ENSRNOG00000037815
1,TRNSCRPT,ENSRNOG00000038218,BAT,TRNSCRPT;BAT;ENSRNOG00000038218
1,TRNSCRPT,ENSRNOG00000038372,BAT,TRNSCRPT;BAT;ENSRNOG00000038372
1,TRNSCRPT,ENSRNOG00000038951,BAT,TRNSCRPT;BAT;ENSRNOG00000038951
1,TRNSCRPT,ENSRNOG00000042503,BAT,TRNSCRPT;BAT;ENSRNOG00000042503
1,TRNSCRPT,ENSRNOG00000042696,BAT,TRNSCRPT;BAT;ENSRNOG00000042696
1,TRNSCRPT,ENSRNOG00000042740,BAT,TRNSCRPT;BAT;ENSRNOG00000042740
1,TRNSCRPT,ENSRNOG00000042903,BAT,TRNSCRPT;BAT;ENSRNOG00000042903
1,TRNSCRPT,ENSRNOG00000043377,BAT,TRNSCRPT;BAT;ENSRNOG00000043377
1,TRNSCRPT,ENSRNOG00000045555,BAT,TRNSCRPT;BAT;ENSRNOG00000045555
1,TRNSCRPT,ENSRNOG00000045686,BAT,TRNSCRPT;BAT;ENSRNOG00000045686
1,TRNSCRPT,ENSRNOG00000045765,BAT,TRNSCRPT;BAT;ENSRNOG00000045765
1,TRNSCRPT,ENSRNOG00000046002,BAT,TRNSCRPT;BAT;ENSRNOG00000046002
1,TRNSCRPT,ENSRNOG00000046299,BAT,TRNSCRPT;BAT;ENSRNOG00000046299
1,TRNSCRPT,ENSRNOG00000046424,BAT,TRNSCRPT;BAT;ENSRNOG00000046424
1,TRNSCRPT,ENSRNOG00000046889,BAT,TRNSCRPT;BAT;ENSRNOG00000046889
1,TRNSCRPT,ENSRNOG00000047045,BAT,TRNSCRPT;BAT;ENSRNOG00000047045
4,TRNSCRPT,ENSRNOG00000047606,BAT,TRNSCRPT;BAT;ENSRNOG00000047606
1,TRNSCRPT,ENSRNOG00000048174,BAT,TRNSCRPT;BAT;ENSRNOG00000048174
1,TRNSCRPT,ENSRNOG00000048195,BAT,TRNSCRPT;BAT;ENSRNOG00000048195
1,TRNSCRPT,ENSRNOG00000048309,BAT,TRNSCRPT;BAT;ENSRNOG00000048309
1,TRNSCRPT,ENSRNOG00000048320,BAT,TRNSCRPT;BAT;ENSRNOG00000048320
1,TRNSCRPT,ENSRNOG00000049912,BAT,TRNSCRPT;BAT;ENSRNOG00000049912
1,TRNSCRPT,ENSRNOG00000050424,BAT,TRNSCRPT;BAT;ENSRNOG00000050424
1,TRNSCRPT,ENSRNOG00000050843,BAT,TRNSCRPT;BAT;ENSRNOG00000050843
1,TRNSCRPT,ENSRNOG00000051286,BAT,TRNSCRPT;BAT;ENSRNOG00000051286
1,TRNSCRPT,ENSRNOG00000051624,BAT,TRNSCRPT;BAT;ENSRNOG00000051624
1,TRNSCRPT,ENSRNOG00000052226,BAT,TRNSCRPT;BAT;ENSRNOG00000052226
1,TRNSCRPT,ENSRNOG00000053231,BAT,TRNSCRPT;BAT;ENSRNOG00000053231
1,TRNSCRPT,ENSRNOG00000054689,BAT,TRNSCRPT;BAT;ENSRNOG00000054689
1,TRNSCRPT,ENSRNOG00000055572,BAT,TRNSCRPT;BAT;ENSRNOG00000055572
1,TRNSCRPT,ENSRNOG00000055647,BAT,TRNSCRPT;BAT;ENSRNOG00000055647
1,TRNSCRPT,ENSRNOG00000057042,BAT,TRNSCRPT;BAT;ENSRNOG00000057042
1,TRNSCRPT,ENSRNOG00000057367,BAT,TRNSCRPT;BAT;ENSRNOG00000057367
1,TRNSCRPT,ENSRNOG00000058359,BAT,TRNSCRPT;BAT;ENSRNOG00000058359
1,TRNSCRPT,ENSRNOG00000058658,BAT,TRNSCRPT;BAT;ENSRNOG00000058658
1,TRNSCRPT,ENSRNOG00000059061,BAT,TRNSCRPT;BAT;ENSRNOG00000059061
1,TRNSCRPT,ENSRNOG00000060293,BAT,TRNSCRPT;BAT;ENSRNOG00000060293
1,TRNSCRPT,ENSRNOG00000061684,BAT,TRNSCRPT;BAT;ENSRNOG00000061684
