cluster,ome,feature_ID,tissue,feature
3,PROT,NP_001013965.1,LIVER,PROT;LIVER;NP_001013965.1
1,PHOSPHO,NP_059007.1_S26s,HEART,PHOSPHO;HEART;NP_059007.1_S26s
2,PHOSPHO,NP_071793.1_T103t,SKM-GN,PHOSPHO;SKM-GN;NP_071793.1_T103t
2,TRNSCRPT,ENSRNOG00000000064,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000000064
2,TRNSCRPT,ENSRNOG00000000122,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000000122
4,TRNSCRPT,ENSRNOG00000000185,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000000185
4,TRNSCRPT,ENSRNOG00000000279,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000000279
2,TRNSCRPT,ENSRNOG00000000281,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000000281
4,TRNSCRPT,ENSRNOG00000000392,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000000392
2,TRNSCRPT,ENSRNOG00000000610,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000000610
4,TRNSCRPT,ENSRNOG00000000658,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000000658
2,TRNSCRPT,ENSRNOG00000000812,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000000812
4,TRNSCRPT,ENSRNOG00000001058,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000001058
2,TRNSCRPT,ENSRNOG00000001170,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000001170
4,TRNSCRPT,ENSRNOG00000001171,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000001171
4,TRNSCRPT,ENSRNOG00000001177,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000001177
2,TRNSCRPT,ENSRNOG00000001182,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000001182
4,TRNSCRPT,ENSRNOG00000001211,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000001211
2,TRNSCRPT,ENSRNOG00000001440,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000001440
4,TRNSCRPT,ENSRNOG00000001517,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000001517
4,TRNSCRPT,ENSRNOG00000001717,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000001717
4,TRNSCRPT,ENSRNOG00000001770,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000001770
2,TRNSCRPT,ENSRNOG00000001842,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000001842
2,TRNSCRPT,ENSRNOG00000001991,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000001991
4,TRNSCRPT,ENSRNOG00000002115,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000002115
4,TRNSCRPT,ENSRNOG00000002205,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000002205
4,TRNSCRPT,ENSRNOG00000002207,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000002207
2,TRNSCRPT,ENSRNOG00000002255,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000002255
2,TRNSCRPT,ENSRNOG00000002721,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000002721
2,TRNSCRPT,ENSRNOG00000002840,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000002840
2,TRNSCRPT,ENSRNOG00000002852,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000002852
1,TRNSCRPT,ENSRNOG00000002977,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000002977
4,TRNSCRPT,ENSRNOG00000003049,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000003049
4,TRNSCRPT,ENSRNOG00000003150,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000003150
2,TRNSCRPT,ENSRNOG00000003163,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000003163
4,TRNSCRPT,ENSRNOG00000003253,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000003253
2,TRNSCRPT,ENSRNOG00000003330,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000003330
2,TRNSCRPT,ENSRNOG00000003398,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000003398
4,TRNSCRPT,ENSRNOG00000003580,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000003580
2,TRNSCRPT,ENSRNOG00000003626,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000003626
2,TRNSCRPT,ENSRNOG00000003653,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000003653
2,TRNSCRPT,ENSRNOG00000003815,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000003815
4,TRNSCRPT,ENSRNOG00000003918,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000003918
2,TRNSCRPT,ENSRNOG00000004027,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000004027
4,TRNSCRPT,ENSRNOG00000004085,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000004085
4,TRNSCRPT,ENSRNOG00000004101,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000004101
4,TRNSCRPT,ENSRNOG00000004161,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000004161
4,TRNSCRPT,ENSRNOG00000004172,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000004172
4,TRNSCRPT,ENSRNOG00000004403,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000004403
4,TRNSCRPT,ENSRNOG00000004442,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000004442
2,TRNSCRPT,ENSRNOG00000004448,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000004448
4,TRNSCRPT,ENSRNOG00000004512,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000004512
4,TRNSCRPT,ENSRNOG00000004608,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000004608
2,TRNSCRPT,ENSRNOG00000004640,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000004640
4,TRNSCRPT,ENSRNOG00000004668,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000004668
4,TRNSCRPT,ENSRNOG00000004857,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000004857
4,TRNSCRPT,ENSRNOG00000004893,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000004893
4,TRNSCRPT,ENSRNOG00000005006,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000005006
2,TRNSCRPT,ENSRNOG00000005061,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000005061
2,TRNSCRPT,ENSRNOG00000005130,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000005130
4,TRNSCRPT,ENSRNOG00000005247,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000005247
2,TRNSCRPT,ENSRNOG00000005377,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000005377
4,TRNSCRPT,ENSRNOG00000005418,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000005418
2,TRNSCRPT,ENSRNOG00000005512,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000005512
2,TRNSCRPT,ENSRNOG00000005587,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000005587
2,TRNSCRPT,ENSRNOG00000005618,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000005618
2,TRNSCRPT,ENSRNOG00000005668,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000005668
2,TRNSCRPT,ENSRNOG00000005877,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000005877
2,TRNSCRPT,ENSRNOG00000005987,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000005987
4,TRNSCRPT,ENSRNOG00000006364,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000006364
4,TRNSCRPT,ENSRNOG00000006375,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000006375
4,TRNSCRPT,ENSRNOG00000006608,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000006608
4,TRNSCRPT,ENSRNOG00000006779,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000006779
2,TRNSCRPT,ENSRNOG00000006858,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000006858
4,TRNSCRPT,ENSRNOG00000006893,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000006893
4,TRNSCRPT,ENSRNOG00000006898,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000006898
4,TRNSCRPT,ENSRNOG00000006947,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000006947
4,TRNSCRPT,ENSRNOG00000006949,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000006949
1,TRNSCRPT,ENSRNOG00000006968,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000006968
2,TRNSCRPT,ENSRNOG00000007040,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007040
4,TRNSCRPT,ENSRNOG00000007069,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007069
4,TRNSCRPT,ENSRNOG00000007102,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007102
2,TRNSCRPT,ENSRNOG00000007316,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007316
4,TRNSCRPT,ENSRNOG00000007407,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007407
4,TRNSCRPT,ENSRNOG00000007506,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007506
4,TRNSCRPT,ENSRNOG00000007743,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007743
4,TRNSCRPT,ENSRNOG00000007829,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007829
4,TRNSCRPT,ENSRNOG00000007837,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007837
2,TRNSCRPT,ENSRNOG00000007862,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007862
2,TRNSCRPT,ENSRNOG00000007883,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007883
2,TRNSCRPT,ENSRNOG00000007895,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007895
2,TRNSCRPT,ENSRNOG00000007967,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000007967
2,TRNSCRPT,ENSRNOG00000008236,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000008236
4,TRNSCRPT,ENSRNOG00000008279,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000008279
4,TRNSCRPT,ENSRNOG00000008320,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000008320
2,TRNSCRPT,ENSRNOG00000008329,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000008329
4,TRNSCRPT,ENSRNOG00000008340,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000008340
2,TRNSCRPT,ENSRNOG00000008364,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000008364
4,TRNSCRPT,ENSRNOG00000008546,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000008546
2,TRNSCRPT,ENSRNOG00000008566,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000008566
2,TRNSCRPT,ENSRNOG00000008569,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000008569
2,TRNSCRPT,ENSRNOG00000008843,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000008843
2,TRNSCRPT,ENSRNOG00000009097,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000009097
2,TRNSCRPT,ENSRNOG00000009155,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000009155
2,TRNSCRPT,ENSRNOG00000009252,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000009252
2,TRNSCRPT,ENSRNOG00000009364,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000009364
4,TRNSCRPT,ENSRNOG00000009422,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000009422
4,TRNSCRPT,ENSRNOG00000009484,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000009484
2,TRNSCRPT,ENSRNOG00000009538,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000009538
2,TRNSCRPT,ENSRNOG00000009565,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000009565
2,TRNSCRPT,ENSRNOG00000009845,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000009845
4,TRNSCRPT,ENSRNOG00000009888,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000009888
4,TRNSCRPT,ENSRNOG00000009928,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000009928
2,TRNSCRPT,ENSRNOG00000009994,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000009994
2,TRNSCRPT,ENSRNOG00000010277,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000010277
4,TRNSCRPT,ENSRNOG00000010438,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000010438
2,TRNSCRPT,ENSRNOG00000010452,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000010452
4,TRNSCRPT,ENSRNOG00000010540,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000010540
1,TRNSCRPT,ENSRNOG00000010558,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000010558
4,TRNSCRPT,ENSRNOG00000010633,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000010633
2,TRNSCRPT,ENSRNOG00000010697,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000010697
4,TRNSCRPT,ENSRNOG00000010799,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000010799
2,TRNSCRPT,ENSRNOG00000010800,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000010800
2,TRNSCRPT,ENSRNOG00000010807,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000010807
2,TRNSCRPT,ENSRNOG00000010830,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000010830
4,TRNSCRPT,ENSRNOG00000010940,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000010940
2,TRNSCRPT,ENSRNOG00000011383,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000011383
4,TRNSCRPT,ENSRNOG00000011413,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000011413
4,TRNSCRPT,ENSRNOG00000011419,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000011419
2,TRNSCRPT,ENSRNOG00000011622,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000011622
2,TRNSCRPT,ENSRNOG00000011667,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000011667
4,TRNSCRPT,ENSRNOG00000011690,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000011690
4,TRNSCRPT,ENSRNOG00000011784,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000011784
2,TRNSCRPT,ENSRNOG00000011825,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000011825
2,TRNSCRPT,ENSRNOG00000011839,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000011839
2,TRNSCRPT,ENSRNOG00000011849,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000011849
2,TRNSCRPT,ENSRNOG00000011949,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000011949
2,TRNSCRPT,ENSRNOG00000011952,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000011952
4,TRNSCRPT,ENSRNOG00000012091,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000012091
4,TRNSCRPT,ENSRNOG00000012383,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000012383
2,TRNSCRPT,ENSRNOG00000012415,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000012415
4,TRNSCRPT,ENSRNOG00000012440,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000012440
2,TRNSCRPT,ENSRNOG00000012443,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000012443
2,TRNSCRPT,ENSRNOG00000012457,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000012457
2,TRNSCRPT,ENSRNOG00000012550,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000012550
4,TRNSCRPT,ENSRNOG00000012873,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000012873
2,TRNSCRPT,ENSRNOG00000012966,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000012966
4,TRNSCRPT,ENSRNOG00000013000,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000013000
2,TRNSCRPT,ENSRNOG00000013211,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000013211
4,TRNSCRPT,ENSRNOG00000013293,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000013293
4,TRNSCRPT,ENSRNOG00000013331,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000013331
2,TRNSCRPT,ENSRNOG00000013479,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000013479
2,TRNSCRPT,ENSRNOG00000013505,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000013505
4,TRNSCRPT,ENSRNOG00000013553,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000013553
4,TRNSCRPT,ENSRNOG00000013585,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000013585
2,TRNSCRPT,ENSRNOG00000013766,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000013766
2,TRNSCRPT,ENSRNOG00000013949,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000013949
4,TRNSCRPT,ENSRNOG00000013961,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000013961
2,TRNSCRPT,ENSRNOG00000014058,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000014058
4,TRNSCRPT,ENSRNOG00000014075,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000014075
2,TRNSCRPT,ENSRNOG00000014078,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000014078
2,TRNSCRPT,ENSRNOG00000014128,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000014128
4,TRNSCRPT,ENSRNOG00000014274,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000014274
2,TRNSCRPT,ENSRNOG00000014568,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000014568
2,TRNSCRPT,ENSRNOG00000014625,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000014625
4,TRNSCRPT,ENSRNOG00000014645,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000014645
4,TRNSCRPT,ENSRNOG00000014806,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000014806
2,TRNSCRPT,ENSRNOG00000014890,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000014890
4,TRNSCRPT,ENSRNOG00000014915,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000014915
4,TRNSCRPT,ENSRNOG00000015029,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000015029
2,TRNSCRPT,ENSRNOG00000015063,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000015063
2,TRNSCRPT,ENSRNOG00000015124,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000015124
2,TRNSCRPT,ENSRNOG00000015142,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000015142
4,TRNSCRPT,ENSRNOG00000015150,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000015150
2,TRNSCRPT,ENSRNOG00000015192,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000015192
2,TRNSCRPT,ENSRNOG00000015213,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000015213
2,TRNSCRPT,ENSRNOG00000015233,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000015233
4,TRNSCRPT,ENSRNOG00000015385,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000015385
4,TRNSCRPT,ENSRNOG00000015428,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000015428
2,TRNSCRPT,ENSRNOG00000015437,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000015437
4,TRNSCRPT,ENSRNOG00000015538,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000015538
2,TRNSCRPT,ENSRNOG00000015840,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000015840
4,TRNSCRPT,ENSRNOG00000015848,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000015848
4,TRNSCRPT,ENSRNOG00000015859,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000015859
4,TRNSCRPT,ENSRNOG00000016000,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000016000
2,TRNSCRPT,ENSRNOG00000016033,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000016033
4,TRNSCRPT,ENSRNOG00000016190,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000016190
4,TRNSCRPT,ENSRNOG00000016239,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000016239
2,TRNSCRPT,ENSRNOG00000016327,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000016327
4,TRNSCRPT,ENSRNOG00000016427,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000016427
2,TRNSCRPT,ENSRNOG00000016470,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000016470
2,TRNSCRPT,ENSRNOG00000016660,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000016660
2,TRNSCRPT,ENSRNOG00000016692,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000016692
2,TRNSCRPT,ENSRNOG00000016740,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000016740
4,TRNSCRPT,ENSRNOG00000016829,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000016829
2,TRNSCRPT,ENSRNOG00000016924,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000016924
2,TRNSCRPT,ENSRNOG00000016937,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000016937
4,TRNSCRPT,ENSRNOG00000016949,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000016949
2,TRNSCRPT,ENSRNOG00000016952,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000016952
2,TRNSCRPT,ENSRNOG00000017012,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000017012
2,TRNSCRPT,ENSRNOG00000017032,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000017032
4,TRNSCRPT,ENSRNOG00000017243,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000017243
4,TRNSCRPT,ENSRNOG00000017286,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000017286
2,TRNSCRPT,ENSRNOG00000017396,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000017396
4,TRNSCRPT,ENSRNOG00000017420,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000017420
2,TRNSCRPT,ENSRNOG00000017446,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000017446
2,TRNSCRPT,ENSRNOG00000017481,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000017481
4,TRNSCRPT,ENSRNOG00000017513,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000017513
2,TRNSCRPT,ENSRNOG00000017545,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000017545
2,TRNSCRPT,ENSRNOG00000017571,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000017571
2,TRNSCRPT,ENSRNOG00000017716,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000017716
2,TRNSCRPT,ENSRNOG00000017741,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000017741
2,TRNSCRPT,ENSRNOG00000017817,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000017817
2,TRNSCRPT,ENSRNOG00000017851,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000017851
4,TRNSCRPT,ENSRNOG00000017955,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000017955
2,TRNSCRPT,ENSRNOG00000017965,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000017965
2,TRNSCRPT,ENSRNOG00000017988,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000017988
4,TRNSCRPT,ENSRNOG00000018042,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000018042
4,TRNSCRPT,ENSRNOG00000018044,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000018044
2,TRNSCRPT,ENSRNOG00000018057,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000018057
2,TRNSCRPT,ENSRNOG00000018102,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000018102
2,TRNSCRPT,ENSRNOG00000018114,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000018114
2,TRNSCRPT,ENSRNOG00000018117,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000018117
2,TRNSCRPT,ENSRNOG00000018129,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000018129
2,TRNSCRPT,ENSRNOG00000018143,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000018143
2,TRNSCRPT,ENSRNOG00000018145,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000018145
4,TRNSCRPT,ENSRNOG00000018239,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000018239
2,TRNSCRPT,ENSRNOG00000018281,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000018281
2,TRNSCRPT,ENSRNOG00000018343,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000018343
4,TRNSCRPT,ENSRNOG00000018415,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000018415
4,TRNSCRPT,ENSRNOG00000018522,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000018522
4,TRNSCRPT,ENSRNOG00000018569,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000018569
4,TRNSCRPT,ENSRNOG00000018604,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000018604
2,TRNSCRPT,ENSRNOG00000018647,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000018647
2,TRNSCRPT,ENSRNOG00000018816,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000018816
4,TRNSCRPT,ENSRNOG00000019223,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000019223
2,TRNSCRPT,ENSRNOG00000019277,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000019277
2,TRNSCRPT,ENSRNOG00000019372,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000019372
2,TRNSCRPT,ENSRNOG00000019428,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000019428
4,TRNSCRPT,ENSRNOG00000019485,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000019485
4,TRNSCRPT,ENSRNOG00000019501,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000019501
2,TRNSCRPT,ENSRNOG00000019693,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000019693
2,TRNSCRPT,ENSRNOG00000019811,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000019811
4,TRNSCRPT,ENSRNOG00000019970,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000019970
4,TRNSCRPT,ENSRNOG00000020029,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000020029
2,TRNSCRPT,ENSRNOG00000020288,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000020288
2,TRNSCRPT,ENSRNOG00000020308,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000020308
4,TRNSCRPT,ENSRNOG00000020345,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000020345
2,TRNSCRPT,ENSRNOG00000020602,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000020602
4,TRNSCRPT,ENSRNOG00000020624,ADRNL,TRNSCRPT;ADRNL;ENSRNOG00000020624
